epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,738,,,,,,,,,,,,,,,,,0.6333333253860474,0.0,0.2561768591403961,0.9071754217147827,0.0,0.9477815628051758,0.6052631735801697,0.9447334408760071,0.9813970923423767,0.5577689409255981,0.5894736647605896,1.7198224067687988,0.7789473533630371,0.48276981711387634,1.9003357887268066,0.7698309421539307,0.461465448141098,2.053828239440918,0.7173500657081604,0.5936254858970642,1.6537132263183594,0.8366534113883972,0.47565415501594543,0.032523252069950104,1.5339564085006714,2.6546237468719482,1.9810185432434082,0.7406143546104431,0.461465448141098,0.7173500657081604,0.5476763248443604,0.0,0.2936604619026184,0.869503378868103,0.0,0.7791566252708435,0.23412203788757324,0.918012797832489,0.7494826912879944,0.43145743012428284,0.37858033180236816,2.4375853538513184,0.6861768364906311,0.4395001530647278,2.0953946113586426,0.7339226007461548,0.4939213693141937,1.9190971851348877,0.7458613514900208,0.5194805264472961,1.8186602592468262,0.7907648086547852,0.46656957268714905,0.01559511385858059,1.4920506477355957,2.642866373062134,2.014561891555786,0.7397745847702026,0.37858033180236816,0.6861768364906311
0,,,,738,0.5572865605354309,0.020859671756625175,0.3027225434780121,0.7614602446556091,0.010359536856412888,0.0,1.0556552410125732,0.8841907382011414,0.4127686619758606,0.893386721611023,0.9308938384056091,0.2528945803642273,0.0,0.3933418095111847,0.31134214997291565,2.778984785079956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1477,,,,,,,,,,,,,,,,,0.6824800968170166,0.0,0.3774382174015045,0.9183750748634338,0.0,0.961433470249176,0.7105262875556946,0.9535110592842102,0.9903188943862915,0.6613546013832092,0.6526315808296204,1.362743616104126,0.8631578683853149,0.5861508250236511,1.5025156736373901,0.8361508250236511,0.5339787602424622,1.7101949453353882,0.7906226515769958,0.6693227291107178,1.3234459161758423,0.8884462118148804,0.5589305758476257,0.01721961796283722,1.022760272026062,2.1872823238372803,1.6185126304626465,0.8110352754592896,0.5339787602424622,0.7906226515769958,0.5927567481994629,0.0,0.3788479268550873,0.8892912864685059,0.0,0.8163226246833801,0.37733498215675354,0.8971350193023682,0.802897036075592,0.7142857313156128,0.4620174467563629,2.1210594177246094,0.7471979856491089,0.5327643752098083,1.7484465837478638,0.8044803142547607,0.5677703022956848,1.5829353332519531,0.8113036751747131,0.5815295577049255,1.5473048686981201,0.8513708710670471,0.5484361052513123,0.02877087891101837,1.0164493322372437,2.1696131229400635,1.6774669885635376,0.8069519996643066,0.4620174467563629,0.7471979856491089
1,,,,1477,0.6014325618743896,0.010429835878312588,0.3055356740951538,0.8353630304336548,0.005179768428206444,0.0,0.8356507420539856,0.9182866811752319,0.514538586139679,0.9234015345573425,0.9568589329719543,0.44728824496269226,0.0,0.15637482702732086,0.5404714345932007,1.6892247200012207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2216,,,,,,,,,,,,,,,,,0.7167235612869263,0.0,0.4964239299297333,0.9060364365577698,0.0,0.9650739431381226,0.678947389125824,0.9538361430168152,0.9963933229446411,0.6812748908996582,0.6631578803062439,1.2665371894836426,0.8736842274665833,0.6160598397254944,1.3830450773239136,0.8559817671775818,0.5681473016738892,1.6190004348754883,0.8145406246185303,0.701195240020752,1.183223843574524,0.9043824672698975,0.5910125374794006,0.037707068026065826,0.8528463244438171,2.0080792903900146,1.5160443782806396,0.8329920172691345,0.5681473016738892,0.8145406246185303,0.6364442110061646,0.0,0.49024686217308044,0.883988618850708,0.0,0.8476003408432007,0.32004982233047485,0.8943919539451599,0.8710553646087646,0.7590187788009644,0.48941469192504883,2.0337209701538086,0.767123281955719,0.5559280514717102,1.6714439392089844,0.8218531012535095,0.6025607585906982,1.4665690660476685,0.8385928869247437,0.6147186160087585,1.4349313974380493,0.8614718317985535,0.5779410004615784,0.041855134069919586,0.9018197059631348,2.01204514503479,1.5791566371917725,0.8289856910705566,0.48941469192504883,0.767123281955719
2,,,,2216,0.6290795803070068,0.0069532236084342,0.3389914035797119,0.8623430132865906,0.0034531790297478437,0.0,0.7761731147766113,0.9341111779212952,0.5766961574554443,0.9378883838653564,0.96728515625,0.5504773259162903,0.0,0.11444255709648132,0.6307447552680969,1.3268381357192993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
