epoch,lr-Adam,step,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-task-acc,train/train-task-loss,train/train-total-loss,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44736841320991516,2.277857542037964,0.26332899928092957,3.1061198711395264,0.24656516313552856,3.327443838119507,0.22532270848751068,3.2067723274230957,0.2151394486427307,3.06727933883667,0.24401289224624634,0.07836081832647324,2.89302659034729,3.7746775150299072,3.1915817260742188,0.2151394486427307,0.22291406989097595,3.013643264770508,0.2511429488658905,3.1531126499176025,0.261586993932724,3.3327579498291016,0.27935850620269775,3.0103652477264404,0.22077922523021698,3.0867395401000977,0.2620135545730591,0.08406707644462585,2.8809595108032227,3.7476768493652344,3.128676652908325,0.22077922523021698
0,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16463057696819305,3.6650054454803467,3.6650054454803467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6e-05,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5052631497383118,1.7799299955368042,0.4496098756790161,2.134411334991455,0.40512439608573914,2.2609150409698486,0.4090736508369446,2.281803607940674,0.5099601745605469,1.9213885068893433,0.422973096370697,0.07958182692527771,2.0598442554473877,3.036820411682129,2.2240211963653564,0.40512439608573914,0.31880447268486023,2.3701512813568115,0.4076501131057739,2.273090124130249,0.37660762667655945,2.356860399246216,0.4591308832168579,2.096141815185547,0.4689754545688629,2.0867230892181396,0.4197338819503784,0.06350862979888916,2.0029475688934326,3.009036064147949,2.2219903469085693,0.31880447268486023
1,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33999454975128174,2.6087985038757324,2.6087985038757324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2000000000000004e-05,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6263157725334167,1.3797801733016968,0.5643693208694458,1.624277949333191,0.5083550214767456,1.7678004503250122,0.5155656933784485,1.8295484781265259,0.6454183459281921,1.4039865732192993,0.5318296551704407,0.04104737192392349,1.4766219854354858,2.543025493621826,1.7456780672073364,0.5083550214767456,0.4508094787597656,2.050492763519287,0.5057908892631531,1.8573776483535767,0.4870177209377289,1.925033688545227,0.5503103733062744,1.677065372467041,0.5656565427780151,1.6411908864974976,0.5190057754516602,0.024019557982683182,1.4532146453857422,2.5082650184631348,1.8039649724960327,0.4508094787597656
2,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49969425797462463,1.8941229581832886,1.8941229581832886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8e-05,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6368421316146851,1.309765338897705,0.6118335723876953,1.4441512823104858,0.5696249604225159,1.5586882829666138,0.5548595190048218,1.6709262132644653,0.7211155295372009,1.134946346282959,0.5787686109542847,0.016717595979571342,1.1157140731811523,2.2009706497192383,1.568650245666504,0.5548595190048218,0.4570361077785492,1.9315646886825562,0.550746738910675,1.6884297132492065,0.5418587923049927,1.7226409912109375,0.5885928869247437,1.5169013738632202,0.6277056336402893,1.394795298576355,0.5624403953552246,0.024122513830661774,1.1278557777404785,2.2024269104003906,1.6307663917541504,0.4570361077785492
3,,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6054408550262451,1.452867031097412,1.452867031097412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.400000000000001e-05,2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
