epoch,lr-Adam,lr-Adam-1,step,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,8e-05,4e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7020813226699829,0.0,0.5907022356987,0.6895655393600464,0.832953691482544,0.0,0.678947389125824,1.1486563682556152,0.6586475968360901,1.210894227027893,0.637207567691803,1.324479341506958,0.6511009931564331,1.3057760000228882,0.7729083895683289,0.8959657549858093,0.6530523300170898,0.007574398070573807,0.9561094045639038,2.1079585552215576,1.2725250720977783,0.637207567691803,0.6210393905639648,0.0,0.5077720284461975,0.6571220755577087,0.818416953086853,0.0,0.5541718602180481,1.4884933233261108,0.6295337080955505,1.3357449769973755,0.6151419281959534,1.3949971199035645,0.6792550683021545,1.1597751379013062,0.7402597665786743,1.0067389011383057,0.6466482281684875,0.008045963943004608,0.9495202898979187,2.0882089138031006,1.275611162185669,0.5541718602180481
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57944655418396,0.003160556312650442,0.4304105341434479,0.48200348019599915,0.7731789946556091,0.0018281536176800728,0.0,1.1034016609191895,0.572121798992157,1.632277250289917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8e-05,4e-05,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7386571168899536,0.35789474844932556,0.6157346963882446,0.661715567111969,0.8959757089614868,0.0717131495475769,0.7263157963752747,1.0752298831939697,0.7061118483543396,1.0712995529174805,0.6828815340995789,1.1604386568069458,0.6763477325439453,1.185399055480957,0.8525896668434143,0.7413345575332642,0.6905860900878906,0.03693223372101784,0.6743289232254028,1.7958314418792725,1.1378514766693115,0.6763477325439453,0.6594024896621704,0.12577833235263824,0.5451081991195679,0.6182965040206909,0.8918778896331787,0.014430014416575432,0.5504358410835266,1.4641282558441162,0.6654983162879944,1.251359224319458,0.6415918469429016,1.3055986166000366,0.7036989331245422,1.0714993476867676,0.7748917937278748,0.942112386226654,0.674566924571991,0.05052592605352402,0.6796606183052063,1.737334132194519,1.1919386386871338,0.5504358410835266
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6469888091087341,0.05594184622168541,0.5459638833999634,0.5587343573570251,0.8109633326530457,0.003351614810526371,0.0,0.786645233631134,0.7394715547561646,0.9421839118003845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8e-05,4e-05,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7593834400177002,0.34210526943206787,0.7265929579734802,0.7344968318939209,0.8388382792472839,0.09163346886634827,0.7263157963752747,1.1587566137313843,0.7155396342277527,1.072540521621704,0.7003341913223267,1.1716525554656982,0.6752088069915771,1.2467319965362549,0.8127490282058716,0.7837504148483276,0.6958982944488525,0.06371410191059113,0.5570141077041626,1.6028467416763306,1.1711487770080566,0.6752088069915771,0.683454692363739,0.1282689869403839,0.6449253559112549,0.7119631171226501,0.81802898645401,0.02453102543950081,0.5504358410835266,1.718833565711975,0.672051191329956,1.2513631582260132,0.6462023854255676,1.3132237195968628,0.6991722583770752,1.1243846416473389,0.7662337422370911,0.9394252300262451,0.6756213903427124,0.07834286242723465,0.5588666200637817,1.5751926898956299,1.2240787744522095,0.5504358410835266
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808477640151978,0.11778339743614197,0.5975937247276306,0.600351870059967,0.8294557929039001,0.025797277688980103,0.0,0.7074179649353027,0.8165567517280579,0.6511995792388916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8e-05,4e-05,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
