epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-lr-domain-acc,test/test-id-lr-domain-acc-africa,test/test-id-lr-domain-acc-americas,test/test-id-lr-domain-acc-asia,test/test-id-lr-domain-acc-europe,test/test-id-lr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-acc-hr-constant,test/test-id-task-acc-lr-constant,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-lr-domain-acc,test/test-od-lr-domain-acc-africa,test/test-od-lr-domain-acc-americas,test/test-od-lr-domain-acc-asia,test/test-od-lr-domain-acc-europe,test/test-od-lr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-acc-hr-constant,test/test-od-task-acc-lr-constant,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-acc-hr-constant,val/val-id-task-acc-lr-constant,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-acc-hr-constant,val/val-od-task-acc-lr-constant,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49716973304748535,0.0,0.22204160690307617,0.11622725427150726,0.894646942615509,0.0,0.932421863079071,0.44736841320991516,0.9008452296257019,0.936130702495575,0.9842444658279419,0.5776892304420471,0.6052631735801697,2.1012346744537354,0.48146945238113403,2.380375623703003,0.4838470220565796,2.3546204566955566,0.4390660524368286,2.4862983226776123,0.5697211027145386,2.0655171871185303,0.4666898846626282,0.15074457228183746,0.35400158166885376,0.11483679711818695,2.1354589462280273,3.087127923965454,2.41424298286438,0.4390660524368286,0.4444388747215271,0.0,0.21944528818130493,0.13006551563739777,0.8891619443893433,0.0,0.7621893286705017,0.23038604855537415,0.8623895049095154,0.5775297284126282,0.846611499786377,0.5901876091957092,0.3449564278125763,2.7237353324890137,0.4250228703022003,2.5507326126098633,0.4130065441131592,2.6677184104919434,0.4756854772567749,2.408135175704956,0.4920634925365448,2.29797625541687,0.4413256347179413,0.0968114510178566,0.3816218972206116,0.11179090291261673,2.2633039951324463,3.1239378452301025,2.5179390907287598,0.3449564278125763
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44231945276260376,0.018963336944580078,0.16144566237926483,0.10966365039348602,0.8218348026275635,0.009750152006745338,0.0,1.3329250812530518,0.8695080876350403,0.25284451246261597,0.8749821186065674,0.8795552849769592,0.9201803803443909,0.23217549920082092,0.0,0.4179058372974396,0.2905429005622864,3.100064277648926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54698246717453,0.0,0.31404420733451843,0.30189380049705505,0.8545937538146973,0.0,0.9539319276809692,0.6105263233184814,0.9375813007354736,0.9572966694831848,0.9867122173309326,0.7091633677482605,0.6421052813529968,1.856530785560608,0.6082574725151062,1.9870615005493164,0.5729669332504272,2.018306255340576,0.5461275577545166,2.1546921730041504,0.7131474018096924,1.7714922428131104,0.5744143724441528,0.1547504961490631,0.4522337317466736,0.09426547586917877,1.6719214916229248,2.693920612335205,2.065063714981079,0.5461275577545166,0.5012804269790649,0.0,0.287564754486084,0.3654452860355377,0.8523021340370178,0.0,0.7658548951148987,0.38854295015335083,0.8818957805633545,0.5549623966217041,0.8264355659484863,0.6868686676025391,0.43960148096084595,2.3748204708099365,0.5330691933631897,2.1949257850646973,0.49235621094703674,2.335130453109741,0.5750129222869873,2.0565290451049805,0.630591630935669,1.9326610565185547,0.5405473113059998,0.09741400927305222,0.4782325029373169,0.09065272659063339,1.7877908945083618,2.7562854290008545,2.1683549880981445,0.43960148096084595
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48372429609298706,0.009481668472290039,0.2152291089296341,0.16924026608467102,0.8510311245918274,0.004875076003372669,0.0,1.1188033819198608,0.9048241972923279,0.365360289812088,0.9064273238182068,0.9117019772529602,0.9481847286224365,0.4329676926136017,0.0,0.1965940296649933,0.5269375443458557,2.2229456901550293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584429144859314,0.0,0.41157346963882446,0.3234311044216156,0.8682612180709839,0.0,0.9629016518592834,0.6526315808296204,0.9509102702140808,0.9691793322563171,0.9870918989181519,0.788844645023346,0.6736842393875122,1.715053677558899,0.636540949344635,1.8820143938064575,0.6193835735321045,1.9022406339645386,0.5778284072875977,2.045182228088379,0.7768924236297607,1.6226975917816162,0.6093355417251587,0.1652878224849701,0.4790560007095337,0.07964739203453064,1.5092213153839111,2.5543856620788574,1.9532923698425293,0.5778284072875977,0.5352246761322021,0.0,0.37275221943855286,0.38679930567741394,0.8560527563095093,0.0,0.7875470519065857,0.4259028732776642,0.8770192265510559,0.6076195240020752,0.8463528156280518,0.7777777910232544,0.4719800651073456,2.247171640396118,0.5670527219772339,2.0937538146972656,0.5239019393920898,2.2458972930908203,0.6070874333381653,1.9573554992675781,0.6753246784210205,1.800670862197876,0.5735877752304077,0.09937233477830887,0.5067034959793091,0.08330316841602325,1.6844260692596436,2.6367318630218506,2.0683038234710693,0.4719800651073456
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5134503245353699,0.006321112625300884,0.26481667160987854,0.22542908787727356,0.8582643866539001,0.003250050824135542,0.0,1.0468342304229736,0.9221948981285095,0.4361567497253418,0.9231869578361511,0.9282197952270508,0.9595683813095093,0.543367862701416,0.0,0.14780496060848236,0.6226662993431091,1.9165642261505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
