epoch,lr-Adam,lr-Adam-1,step,test/test-id-domain-acc,test/test-id-domain-acc-africa,test/test-id-domain-acc-americas,test/test-id-domain-acc-asia,test/test-id-domain-acc-europe,test/test-id-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-domain-acc,test/test-od-domain-acc-africa,test/test-od-domain-acc-americas,test/test-od-domain-acc-asia,test/test-od-domain-acc-europe,test/test-od-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-domain-acc,train/train-domain-acc-africa,train/train-domain-acc-americas,train/train-domain-acc-asia,train/train-domain-acc-europe,train/train-domain-acc-oceania,train/train-domain-acc-other,train/train-domain-loss,train/train-task-acc,train/train-task-loss,train/train-total-loss,val/val-id-domain-acc,val/val-id-domain-acc-africa,val/val-id-domain-acc-americas,val/val-id-domain-acc-asia,val/val-id-domain-acc-europe,val/val-id-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-domain-acc,val/val-od-domain-acc-africa,val/val-od-domain-acc-americas,val/val-od-domain-acc-asia,val/val-od-domain-acc-europe,val/val-od-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9403465986251831,0.5263158082962036,0.9323797225952148,0.9528406858444214,0.9675398468971252,0.6653386354446411,0.5263158082962036,1.7690842151641846,0.45416125655174255,2.0782439708709717,0.4407723844051361,2.1029539108276367,0.41097190976142883,2.22064208984375,0.541832685470581,1.9995834827423096,0.4344683587551117,0.07074946165084839,1.9019533395767212,2.903409481048584,2.145311117172241,0.41097190976142883,0.806126058101654,0.23910336196422577,0.8137763142585754,0.734045147895813,0.9173564314842224,0.5829725861549377,0.31631383299827576,2.387610912322998,0.40429747104644775,2.266207456588745,0.3965057134628296,2.334960699081421,0.4486549496650696,2.0847744941711426,0.3953824043273926,2.106654644012451,0.4160180687904358,0.06377549469470978,1.937623381614685,2.948503017425537,2.209730863571167,0.31631383299827576
0,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8505132794380188,0.3773704171180725,0.8270633816719055,0.8580492734909058,0.9095243811607361,0.29372334480285645,0.02380952425301075,0.484007865190506,0.27620571851730347,2.927734375,3.1697349548339844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6e-05,9.6e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9614212512969971,0.6368421316146851,0.9327048063278198,0.985146701335907,0.9796887040138245,0.9402390718460083,0.6473684310913086,1.3091298341751099,0.5991547703742981,1.4330196380615234,0.5740809440612793,1.5103354454040527,0.543470025062561,1.6601086854934692,0.7330677509307861,1.0852861404418945,0.5716276168823242,0.020729761570692062,1.1753201484680176,2.2913177013397217,1.5477992296218872,0.543470025062561,0.8430830836296082,0.40846824645996094,0.7982322573661804,0.8658092617988586,0.9195550680160522,0.7878788113594055,0.43960148096084595,1.907657265663147,0.5521182417869568,1.6559243202209473,0.5047318339347839,1.779748797416687,0.5787636041641235,1.5115989446640015,0.6507936716079712,1.334197759628296,0.5515440702438354,0.018186824396252632,1.2178571224212646,2.332141160964966,1.6246552467346191,0.43960148096084595
1,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9049152135848999,0.48546144366264343,0.8937205076217651,0.9103543162345886,0.9455997347831726,0.5530164241790771,0.011904762126505375,0.1580362766981125,0.5124182105064392,1.8050448894500732,1.8840625286102295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2000000000000004e-05,9.216e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8042323589324951,0.4684210419654846,0.9200260043144226,0.9936873316764832,0.6543279886245728,0.7689242959022522,0.6578947305679321,1.2326167821884155,0.6326397657394409,1.3381929397583008,0.6164129376411438,1.4326955080032349,0.5446089506149292,1.70047926902771,0.7330677509307861,1.1350083351135254,0.5911347270011902,0.026083234697580338,0.9466131925582886,1.9897536039352417,1.519754409790039,0.5446089506149292,0.7547075152397156,0.3985055983066559,0.8306918740272522,0.9223489165306091,0.6473098993301392,0.6536796689033508,0.48194271326065063,1.7394345998764038,0.5713196992874146,1.5610713958740234,0.552778422832489,1.6528023481369019,0.6048887968063354,1.4562745094299316,0.6738816499710083,1.2771170139312744,0.5804669857025146,0.038241274654865265,0.9215611815452576,1.983202338218689,1.536818265914917,0.48194271326065063
2,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9283183217048645,0.5678465962409973,0.9212161898612976,0.9325996041297913,0.9600471258163452,0.6705260872840881,0.007936508394777775,0.1061873659491539,0.6278313398361206,1.3345969915390015,1.3876897096633911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8e-05,8.847359999999999e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9744840264320374,0.8631578683853149,0.9762678742408752,0.9595246911048889,0.9901290535926819,0.8884462118148804,0.7473683953285217,1.0475393533706665,0.6713263988494873,1.1745768785476685,0.6268102526664734,1.3770159482955933,0.6030751466751099,1.4805411100387573,0.7928286790847778,0.9372992515563965,0.6335452198982239,0.04728247597813606,0.7360610961914062,1.7908765077590942,1.3567558526992798,0.6030751466751099,0.8453929424285889,0.6201743483543396,0.9082596898078918,0.671438992023468,0.9165804386138916,0.7561327815055847,0.534246563911438,1.7443379163742065,0.5891496539115906,1.4854296445846558,0.5445280075073242,1.6844459772109985,0.6223486661911011,1.4083278179168701,0.6883116960525513,1.2747716903686523,0.5940245985984802,0.05870344862341881,0.8062077760696411,1.8320143222808838,1.4998252391815186,0.534246563911438
3,,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9414640069007874,0.6267383098602295,0.9365374445915222,0.9445785880088806,0.9678596258163452,0.7379646301269531,0.0059523810632526875,0.08587786555290222,0.6991400122642517,1.0590866804122925,1.1020258665084839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.400000000000001e-05,8.493465599999999e-05,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973090648651123,0.8631578683853149,0.9512353539466858,0.988860011100769,0.9922171831130981,0.7729083895683289,0.6947368383407593,1.0994755029678345,0.654096245765686,1.3042683601379395,0.6442629098892212,1.3778897523880005,0.5878891348838806,1.5661554336547852,0.7928286790847778,0.8837788701057434,0.6252721548080444,0.09816855192184448,0.5641462802886963,1.570313811302185,1.4334930181503296,0.5878891348838806,0.858599066734314,0.5853050947189331,0.8537031412124634,0.80999755859375,0.945033609867096,0.5512265563011169,0.5504358410835266,1.6979024410247803,0.5899116396903992,1.6064155101776123,0.5442853569984436,1.72153902053833,0.6232540011405945,1.396644115447998,0.663780689239502,1.3226392269134521,0.5943760871887207,0.10613064467906952,0.6215261816978455,1.6012104749679565,1.5430572032928467,0.5442853569984436
4,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9498744606971741,0.6707964539527893,0.9461402893066406,0.952237606048584,0.9726849794387817,0.7812309861183167,0.004761904943734407,0.07669537514448166,0.7504130601882935,0.8690146207809448,0.9073631167411804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0001,8.153726975999998e-05,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8904467225074768,0.6105263233184814,0.9707412123680115,0.9925733208656311,0.7987850904464722,0.9641434550285339,0.7210526466369629,1.180343508720398,0.6488946676254272,1.3381291627883911,0.6424062252044678,1.3698374032974243,0.5783978700637817,1.651806116104126,0.788844645023346,1.0564453601837158,0.6193503737449646,0.09709463268518448,0.586616575717926,1.5738897323608398,1.4827182292938232,0.5783978700637817,0.74114990234375,0.45952677726745605,0.9209082722663879,0.7956806421279907,0.5854888558387756,0.7821067571640015,0.5118306279182434,2.0670485496520996,0.5839682817459106,1.6381784677505493,0.5454986691474915,1.8292452096939087,0.6059234142303467,1.5316928625106812,0.7041847109794617,1.3399872779846191,0.5858398079872131,0.11351598054170609,0.6252893209457397,1.5844366550445557,1.6433054208755493,0.5118306279182434
5,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9558348655700684,0.7029077410697937,0.9530507326126099,0.9575308561325073,0.9761268496513367,0.8106845617294312,0.003968254197388887,0.06878414750099182,0.786503255367279,0.7317777872085571,0.7661700248718262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.98794204878613e-05,7.827577896959998e-05,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9424366354942322,0.8052631616592407,0.8566319942474365,0.9933159947395325,0.9855732917785645,0.6653386354446411,0.7315789461135864,1.313248634338379,0.6589726805686951,1.3698283433914185,0.6435202360153198,1.4757379293441772,0.5871298313140869,1.6894348859786987,0.7490040063858032,1.0633798837661743,0.6257075667381287,0.13086117804050446,0.4554356634616852,1.380950689315796,1.5363703966140747,0.5871298313140869,0.8183279037475586,0.5915317535400391,0.7258457541465759,0.877214252948761,0.9302896857261658,0.36219337582588196,0.5591531991958618,1.7166295051574707,0.5932642221450806,1.6764065027236938,0.564911425113678,1.7745580673217773,0.6332126259803772,1.5186184644699097,0.6450216174125671,1.5191158056259155,0.6033141016960144,0.1367066502571106,0.5102207064628601,1.3883675336837769,1.6318650245666504,0.5591531991958618
6,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9603338837623596,0.7292757630348206,0.9579799771308899,0.9617368578910828,0.9786838293075562,0.8331156969070435,0.003401360474526882,0.062057290226221085,0.8304775953292847,0.5784968733787537,0.609525740146637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.951826940270773e-05,7.514474781081598e-05,6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8306191563606262,0.821052610874176,0.9869961142539978,0.9461566805839539,0.682991623878479,0.7968127727508545,0.699999988079071,1.2520065307617188,0.6654746532440186,1.342460036277771,0.6550315618515015,1.4898220300674438,0.5848519206047058,1.7626162767410278,0.7968127727508545,1.0109001398086548,0.6296263933181763,0.13740265369415283,0.4524601995944977,1.2935489416122437,1.559673547744751,0.5848519206047058,0.690082848072052,0.565379798412323,0.9519963264465332,0.666828453540802,0.49534401297569275,0.6695526838302612,0.5180572867393494,2.670639753341675,0.5925022959709167,1.7613096237182617,0.5746178030967712,1.8970779180526733,0.6117433905601501,1.6640321016311646,0.668109655380249,1.4883289337158203,0.5958824753761292,0.15928512811660767,0.4839891791343689,1.2965136766433716,1.7787330150604248,0.5180572867393494
7,,,7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9639504551887512,0.7513432502746582,0.9620941281318665,0.9650036692619324,0.9806877374649048,0.8507007956504822,0.0029761905316263437,0.05473215878009796,0.8599976301193237,0.46588486433029175,0.49325132369995117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.891830623632339e-05,7.213895789838334e-05,7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9375598430633545,0.8052631616592407,0.9115734696388245,0.9613813757896423,0.9768413305282593,0.29482072591781616,0.6631578803062439,1.4916735887527466,0.6579973697662354,1.4715895652770996,0.6279242634773254,1.5789542198181152,0.5987091660499573,1.821669340133667,0.7410358786582947,1.1582883596420288,0.6256204843521118,0.1597471535205841,0.3802148699760437,1.1998927593231201,1.6531634330749512,0.5987091660499573,0.8113482594490051,0.5765877962112427,0.8410545587539673,0.7175442576408386,0.9190377593040466,0.16305916011333466,0.496886670589447,2.318413019180298,0.571014940738678,1.8461339473724365,0.541130781173706,1.9548166990280151,0.6085100769996643,1.7668159008026123,0.6724386811256409,1.5448038578033447,0.5799146294593811,0.18438498675823212,0.40648898482322693,1.2284200191497803,1.8466185331344604,0.496886670589447
8,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.966948390007019,0.7702626585960388,0.9653576016426086,0.9678876399993896,0.9823485016822815,0.8644458055496216,0.010582010261714458,0.049607470631599426,0.8867335319519043,0.3760666847229004,0.4008701741695404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.808245394894679e-05,6.9253399582448e-05,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9710876941680908,0.8105263113975525,0.9801690578460693,0.9413293600082397,0.9867122173309326,0.9920318722724915,0.6736842393875122,1.4866608381271362,0.6420676112174988,1.6964099407196045,0.6208689212799072,1.7193095684051514,0.5899772047996521,1.8976280689239502,0.8007968068122864,1.1707606315612793,0.6172602772712708,0.18366482853889465,0.322910875082016,1.1078046560287476,1.7806057929992676,0.5899772047996521,0.8161687254905701,0.5454545617103577,0.8721426129341125,0.6226643919944763,0.8925246000289917,0.9033188819885254,0.5417185425758362,2.2135777473449707,0.5749771595001221,2.047393321990967,0.5469546318054199,2.1650214195251465,0.6118727326393127,1.816211462020874,0.7330447435379028,1.3947588205337524,0.5876977443695068,0.19603991508483887,0.3579533100128174,1.14534592628479,1.9657869338989258,0.5417185425758362
9,,,9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9694430232048035,0.7861567735671997,0.968035101890564,0.9702622294425964,0.9837517142295837,0.8758074641227722,0.02619047649204731,0.044411346316337585,0.9081222414970398,0.30166828632354736,0.3238740563392639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.701478472890248e-05,6.648326359915008e-05,9610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
