epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-lr-domain-acc,test/test-id-lr-domain-acc-africa,test/test-id-lr-domain-acc-americas,test/test-id-lr-domain-acc-asia,test/test-id-lr-domain-acc-europe,test/test-id-lr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-lr-domain-acc,test/test-od-lr-domain-acc-africa,test/test-od-lr-domain-acc-americas,test/test-od-lr-domain-acc-asia,test/test-od-lr-domain-acc-europe,test/test-od-lr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/d3g-consistency-loss,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4776626229286194,0.0,0.2061118334531784,0.0976606011390686,0.8709187507629395,0.0,0.6945049166679382,0.0,0.45676201581954956,0.5647976398468018,0.9584282636642456,0.0,0.0,4.238283157348633,0.010403120890259743,4.2454328536987305,0.0100259929895401,4.237875938415527,0.02410782128572464,4.223029136657715,0.019920319318771362,4.233945369720459,0.016633283346891403,0.02153129130601883,4.048685073852539,4.054584503173828,4.233294486999512,0.0,0.41516444087028503,0.0,0.17662298679351807,0.07837903499603271,0.8776513338088989,0.0,0.6514185070991516,0.0,0.4362999200820923,0.6782334446907043,0.946068286895752,0.0,0.018679950386285782,4.207825183868408,0.01523925643414259,4.243812084197998,0.010677020065486431,4.249216556549072,0.018882565200328827,4.227156162261963,0.02308802306652069,4.180184364318848,0.016118504106998444,0.02162552811205387,4.049620628356934,4.055004596710205,4.23485803604126,0.010677020065486431
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.7334899902344,0.41415244340896606,0.003160556312650442,0.25289657711982727,0.13914312422275543,0.6906020045280457,0.0012187690008431673,0.0,1.299477219581604,0.46668747067451477,0.027180783450603485,0.3471129536628723,0.3188837170600891,0.6552734375,0.029250457882881165,0.1666666716337204,1.532452940940857,0.014987705275416374,4.241491794586182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5373160243034363,0.0,0.3283485174179077,0.18343853950500488,0.8857251405715942,0.0,0.8138988018035889,0.0,0.7347204089164734,0.760118842124939,0.956529974937439,0.0,0.005263158120214939,4.243473052978516,0.012678803876042366,4.226694583892822,0.008540661074221134,4.231831073760986,0.025626422837376595,4.207594394683838,0.007968127727508545,4.23618745803833,0.017417050898075104,0.02050720900297165,4.048843860626221,4.056087493896484,4.2199249267578125,0.005263158120214939,0.4711523950099945,0.0,0.2726303040981293,0.16573646664619446,0.8938179016113281,0.0,0.7755460739135742,0.0,0.6938433647155762,0.8721184134483337,0.9438696503639221,0.0,0.018679950386285782,4.207835674285889,0.013867722824215889,4.229958534240723,0.01043436024338007,4.248464584350586,0.01991722732782364,4.2135210037231445,0.020202020183205605,4.178182125091553,0.015917649492621422,0.021664027124643326,4.04902982711792,4.056387424468994,4.224770545959473,0.01043436024338007
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.253670692443848,0.4567737281322479,0.001580278156325221,0.25146618485450745,0.1362513303756714,0.7871381044387817,0.0006093845004215837,0.0,1.1521399021148682,0.6078281998634338,0.029077118262648582,0.5701854825019836,0.4534224271774292,0.76416015625,0.019195612519979477,0.0833333358168602,1.0150947570800781,0.015130816958844662,4.234315395355225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5840808153152466,0.0,0.3901170492172241,0.2907538115978241,0.8967350125312805,0.0,0.8527388572692871,0.010526316240429878,0.845578670501709,0.7913107872009277,0.9601366519927979,0.0,0.005263158120214939,4.25082540512085,0.01332899834960699,4.215404033660889,0.007797994650900364,4.211756706237793,0.023917995393276215,4.19688606262207,0.023904383182525635,4.192452430725098,0.01698162592947483,0.020195724442601204,4.057137489318848,4.059204578399658,4.206428050994873,0.005263158120214939,0.5072558522224426,0.0,0.3204815685749054,0.2574617862701416,0.8973098993301392,0.0,0.7992467880249023,0.0012453299714252353,0.7602865099906921,0.877699613571167,0.9454216361045837,0.0,0.018679950386285782,4.21224308013916,0.017067966982722282,4.214754104614258,0.009221062995493412,4.237699031829834,0.019787894561886787,4.195256233215332,0.05050504952669144,4.126800537109375,0.01772533357143402,0.01937834732234478,4.053596019744873,4.058873653411865,4.208812713623047,0.009221062995493412
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4710493087768555,0.48734763264656067,0.0010535187320783734,0.28249019384384155,0.16486045718193054,0.8213465213775635,0.00040625635301694274,0.0,1.0892462730407715,0.6768232583999634,0.02928782068192959,0.6728174090385437,0.5364890694618225,0.8123276829719543,0.016250254586338997,0.0555555559694767,0.747178852558136,0.015703264623880386,4.222106456756592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6099451184272766,0.0,0.4791937470436096,0.3163757920265198,0.8880030512809753,0.0,0.8714621663093567,0.010526316240429878,0.904421329498291,0.8009654879570007,0.9584282636642456,0.06772908568382263,0.0,4.237186908721924,0.01365409605205059,4.196009635925293,0.014481990598142147,4.1654253005981445,0.02031131274998188,4.185205459594727,0.027888447046279907,4.148893356323242,0.01698162592947483,0.019345209002494812,4.059957504272461,4.062979698181152,4.183864593505859,0.0,0.5375345349311829,0.0,0.39957329630851746,0.28779423236846924,0.8920072317123413,0.0,0.8244539499282837,0.0024906599428504705,0.8290155529975891,0.8823100924491882,0.9439989924430847,0.06060606241226196,0.019925279542803764,4.229894161224365,0.017220359295606613,4.198321342468262,0.01383159402757883,4.197266578674316,0.017718572169542313,4.179105281829834,0.0476190485060215,4.102876663208008,0.017875973135232925,0.018877390772104263,4.055423736572266,4.06083869934082,4.188611030578613,0.01383159402757883
3,,,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.258272171020508,0.5115042328834534,0.0007901390781626105,0.31421351432800293,0.19911280274391174,0.8380629420280457,0.0003046922502107918,0.0,1.0397080183029175,0.718808114528656,0.02812894992530346,0.7299385070800781,0.5971559286117554,0.8395134210586548,0.019043266773223877,0.0416666679084301,0.5947368144989014,0.015378010459244251,4.203092098236084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6284072399139404,0.0,0.46456438302993774,0.43223172426223755,0.8775626420974731,0.0,0.8812156915664673,0.02631578966975212,0.9135240316390991,0.8154474496841431,0.958238422870636,0.23904383182525635,0.010526316240429878,4.196150779724121,0.02113133855164051,4.131459712982178,0.025621982291340828,4.1144232749938965,0.02239939197897911,4.146979331970215,0.03187251091003418,4.125222206115723,0.022816337645053864,0.012554679065942764,4.06589412689209,4.066397190093994,4.1360015869140625,0.010526316240429878,0.553703248500824,0.0,0.3797622621059418,0.40863868594169617,0.8860579133033752,0.0,0.8453929424285889,0.0348692387342453,0.8433404564857483,0.8988109827041626,0.9446456432342529,0.38383838534355164,0.019925279542803764,4.181069850921631,0.02316366881132126,4.143680095672607,0.019655423238873482,4.144883632659912,0.01823590323328972,4.133259296417236,0.0476190485060215,4.101856231689453,0.021240271627902985,0.014266050420701504,4.060218334197998,4.065156936645508,4.139988422393799,0.01823590323328972
4,,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53865385055542,0.5305960178375244,0.0006321112741716206,0.34269773960113525,0.23081587255001068,0.8468462824821472,0.00024375380598939955,0.0,1.00166654586792,0.7492759823799133,0.027939317747950554,0.7684069871902466,0.6493907570838928,0.8565142750740051,0.027300426736474037,0.03333333507180214,0.4956669211387634,0.018630551174283028,4.168951511383057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640860378742218,0.0,0.5455136299133301,0.41180840134620667,0.8678815364837646,0.0,0.9035966396331787,0.02631578966975212,0.941482424736023,0.8778313994407654,0.9584282636642456,0.2470119595527649,0.010526316240429878,4.159419059753418,0.034460339695215225,4.051144599914551,0.05532862991094589,4.038897514343262,0.02961275540292263,4.083986759185791,0.03585657477378845,4.126972675323486,0.03674997761845589,0.00026716291904449463,4.06001615524292,4.06132698059082,4.067557334899902,0.010526316240429878,0.5702234506607056,0.0,0.46357816457748413,0.3834020793437958,0.870926022529602,0.0,0.8589003086090088,0.0348692387342453,0.8658945560455322,0.914341151714325,0.9446456432342529,0.4660894572734833,0.018679950386285782,4.156586647033691,0.03291679546236992,4.079004764556885,0.042950741946697235,4.073065280914307,0.031945161521434784,4.0558061599731445,0.07792207598686218,4.089710712432861,0.035601306706666946,0.0010598403168842196,4.059542179107666,4.059853553771973,4.0723652839660645,0.018679950386285782
5,,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.048614025115967,0.5458130836486816,0.0005267593660391867,0.36583542823791504,0.26141276955604553,0.8508588075637817,0.00020312817650847137,0.0,0.9717633724212646,0.7726821303367615,0.028761062771081924,0.7956261038780212,0.6926179528236389,0.8689156174659729,0.04286004602909088,0.02777777798473835,0.42696529626846313,0.029363933950662613,4.104974746704102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6486110091209412,0.04210526496171951,0.5455136299133301,0.4455997049808502,0.8659833073616028,0.0,0.9204040765762329,0.02631578966975212,0.9447334408760071,0.9030820727348328,0.9597570300102234,0.6772908568382263,0.010526316240429878,4.081385612487793,0.06404421478509903,3.9514167308807373,0.09134794026613235,3.9512999057769775,0.059035688638687134,4.001301288604736,0.05179283022880554,4.095239162445068,0.06696856021881104,0.026760730892419815,4.046019077301025,4.052576065063477,3.9806711673736572,0.010526316240429878,0.5803163647651672,0.0,0.4663212299346924,0.4297500550746918,0.869891345500946,0.0,0.8740648031234741,0.0348692387342453,0.8680280447006226,0.921135663986206,0.9463269710540771,0.822510838508606,0.02241593971848488,4.126656532287598,0.060347456485033035,3.9943156242370605,0.06794467568397522,3.9868876934051514,0.08587687462568283,3.9542131423950195,0.09379509091377258,4.055788516998291,0.07145367562770844,0.031089486554265022,4.047083854675293,4.051243782043457,3.9848201274871826,0.02241593971848488
6,,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21266508102417,0.5583440661430359,0.0009933176916092634,0.3856182396411896,0.2876635491847992,0.8531586527824402,0.00017410986765753478,0.0,0.9469395279884338,0.7913727760314941,0.0297092292457819,0.8166894912719727,0.7276417016983032,0.878372848033905,0.06755463033914566,0.02380952425301075,0.37206074595451355,0.05076564848423004,4.023888111114502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
