epoch,lr-Adam,lr-Adam-1,step,test/test-id-domain-acc,test/test-id-domain-acc-africa,test/test-id-domain-acc-americas,test/test-id-domain-acc-asia,test/test-id-domain-acc-europe,test/test-id-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-domain-acc,test/test-od-domain-acc-africa,test/test-od-domain-acc-americas,test/test-od-domain-acc-asia,test/test-od-domain-acc-europe,test/test-od-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-domain-acc,train/train-domain-acc-africa,train/train-domain-acc-americas,train/train-domain-acc-asia,train/train-domain-acc-europe,train/train-domain-acc-oceania,train/train-domain-acc-other,train/train-domain-loss,train/train-task-acc,train/train-task-loss,train/train-total-loss,val/val-id-domain-acc,val/val-id-domain-acc-africa,val/val-id-domain-acc-americas,val/val-id-domain-acc-asia,val/val-id-domain-acc-europe,val/val-id-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-domain-acc,val/val-od-domain-acc-africa,val/val-od-domain-acc-americas,val/val-od-domain-acc-asia,val/val-od-domain-acc-europe,val/val-od-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8694592118263245,0.3842105269432068,0.8504551649093628,0.9870033264160156,0.8532649874687195,0.5657370686531067,0.5105262994766235,1.824369192123413,0.4255526661872864,2.2028019428253174,0.44188636541366577,2.1730856895446777,0.3908504247665405,2.3455750942230225,0.5338645577430725,2.0441877841949463,0.4172254502773285,0.0686803087592125,1.9866328239440918,3.0525712966918945,2.2553036212921143,0.3908504247665405,0.7433592677116394,0.1631382256746292,0.6638219952583313,0.9322980046272278,0.7970770597457886,0.4502164423465729,0.31257784366607666,2.4615330696105957,0.37991467118263245,2.378361940383911,0.39529240131378174,2.379384994506836,0.43701499700546265,2.163296937942505,0.40692639350891113,2.192532539367676,0.4034145176410675,0.05059100687503815,1.9398020505905151,3.055962562561035,2.295818567276001,0.31257784366607666
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8653838634490967,0.3091024160385132,0.8349782824516296,0.8681004047393799,0.9352309107780457,0.30042657256126404,0.02380952425301075,0.4896571636199951,0.2674628794193268,2.9981606006622314,3.0960896015167236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6e-05,9.600000000000001e-06,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9226682782173157,0.6947368383407593,0.9564369320869446,0.8451541066169739,0.9521639943122864,0.912350594997406,0.6473684310913086,1.347651720046997,0.600130021572113,1.4409223794937134,0.5636836290359497,1.5680676698684692,0.5499240756034851,1.6727254390716553,0.7091633677482605,1.1872669458389282,0.5718017816543579,0.033479996025562286,1.248784065246582,2.359802007675171,1.571410894393921,0.5499240756034851,0.7366808652877808,0.3997509479522705,0.8565986156463623,0.5212327241897583,0.7737972140312195,0.8629148602485657,0.4271481931209564,2.003082513809204,0.5457177758216858,1.681579828262329,0.472458153963089,1.972612977027893,0.5803155899047852,1.5385264158248901,0.5670995712280273,1.4692174196243286,0.5399447679519653,0.014759453013539314,1.2428419589996338,2.385845899581909,1.6947619915008545,0.4271481931209564
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9052014350891113,0.4080278277397156,0.8892862200737,0.9114211797714233,0.9551643133163452,0.4832419157028198,0.011904762126505375,0.21978482604026794,0.4976256489753723,1.8864666223526,1.930425763130188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2000000000000004e-05,9.216000000000001e-06,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9448750615119934,0.6526315808296204,0.9567620158195496,0.8934274315834045,0.9876613616943359,0.6932271122932434,0.7157894968986511,1.1904280185699463,0.6384915709495544,1.2853407859802246,0.6160416007041931,1.39737069606781,0.5844722986221313,1.5160456895828247,0.7649402618408203,1.048534631729126,0.6125577092170715,0.020202502608299255,0.9294463396072388,2.075624942779541,1.4127901792526245,0.5844722986221313,0.8079337477684021,0.42092153429985046,0.9041450619697571,0.6216937899589539,0.8863165974617004,0.5829725861549377,0.5056039690971375,1.8614110946655273,0.584273099899292,1.5404508113861084,0.516136884689331,1.8129832744598389,0.619503378868103,1.3915752172470093,0.6796537041664124,1.265099048614502,0.5839819312095642,0.020967908203601837,0.9691056609153748,2.1354761123657227,1.5457520484924316,0.5056039690971375
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9231142997741699,0.4759797751903534,0.9130628108978271,0.928594172000885,0.963742733001709,0.5846028923988342,0.007936508394777775,0.17336156964302063,0.6185550689697266,1.3790355920791626,1.4137070178985596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8e-05,8.847360000000002e-06,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
