epoch,lr-Adam,lr-Adam-1,step,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,0.0002,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7523295283317566,0.31578946113586426,0.7028608322143555,0.7140735387802124,0.8530751466751099,0.0,0.5157894492149353,1.9285279512405396,0.365734726190567,2.434152841567993,0.3761604130268097,2.3953969478607178,0.3610478341579437,2.5108799934387207,0.44223108887672424,2.168346643447876,0.37019941210746765,0.08795484155416489,2.4499244689941406,3.060556411743164,2.446105480194092,0.3610478341579437,0.6819483041763306,0.07222913950681686,0.6257238388061523,0.7015287280082703,0.8440248370170593,0.0,0.30012452602386475,2.4370505809783936,0.36970436573028564,2.463505268096924,0.41057994961738586,2.3835995197296143,0.42149507999420166,2.307610273361206,0.37806639075279236,2.336179256439209,0.39578208327293396,0.09146988391876221,2.370011806488037,3.001081705093384,2.3808481693267822,0.30012452602386475
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6904101967811584,0.04930467903614044,0.5706861019134521,0.5567971467971802,0.8933823704719543,0.0,0.0,0.8579270243644714,0.2985181510448456,2.7819080352783203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0002,0.0001,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7767134308815002,0.34736841917037964,0.7356957197189331,0.7263275384902954,0.8722475171089172,0.15537849068641663,0.5315789580345154,1.7967370748519897,0.40539661049842834,2.2477478981018066,0.40178239345550537,2.2487146854400635,0.39236903190612793,2.3595075607299805,0.525896430015564,1.914158582687378,0.4032047390937805,0.06407755613327026,2.120933771133423,2.859330654144287,2.2845823764801025,0.39236903190612793,0.7084107398986816,0.12577833235263824,0.6659554839134216,0.7143896818161011,0.8588981032371521,0.07503607869148254,0.3212951421737671,2.3326008319854736,0.39500153064727783,2.3220489025115967,0.426110178232193,2.2743685245513916,0.4499482810497284,2.163837194442749,0.40692639350891113,2.1505391597747803,0.4202359914779663,0.05548039823770523,2.0257182121276855,2.7881293296813965,2.245041847229004,0.3212951421737671
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7284519076347351,0.1428571492433548,0.6430649161338806,0.6369813084602356,0.8876522183418274,0.01797684282064438,0.0,0.654867947101593,0.38876962661743164,2.337601661682129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0002,0.0001,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7904728651046753,0.34736841917037964,0.7464239001274109,0.7538061738014221,0.8730068206787109,0.34262949228286743,0.5473684072494507,1.7933754920959473,0.42815345525741577,2.1908795833587646,0.42777571082115173,2.155019998550415,0.4160971939563751,2.2851457595825195,0.525896430015564,1.8508116006851196,0.42654359340667725,0.07060138136148453,2.030538320541382,2.8017821311950684,2.211853265762329,0.4160971939563751,0.7240773439407349,0.1282689869403839,0.677232563495636,0.7449648380279541,0.8638127446174622,0.17893217504024506,0.3412204086780548,2.3539986610412598,0.40597379207611084,2.283108949661255,0.44164037704467773,2.1890013217926025,0.46158820390701294,2.0868213176727295,0.4343434274196625,2.1123392581939697,0.43334171175956726,0.05620591342449188,1.9330410957336426,2.742302179336548,2.184115409851074,0.3412204086780548
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7467659115791321,0.17951959371566772,0.6743432283401489,0.6723005175590515,0.8874080777168274,0.06256347894668579,0.0,0.597184956073761,0.4147639274597168,2.2196366786956787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0002,0.0001,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7978751063346863,0.3526315689086914,0.7672301530838013,0.7642034888267517,0.8703492879867554,0.36653387546539307,0.557894766330719,1.7465431690216064,0.43758127093315125,2.131748676300049,0.438544362783432,2.1053872108459473,0.4217919409275055,2.256317138671875,0.5458167195320129,1.7836253643035889,0.4348166882991791,0.06516871601343155,1.9493485689163208,2.738154649734497,2.169001579284668,0.4217919409275055,0.7339693903923035,0.13075965642929077,0.7011581659317017,0.7544285655021667,0.8622607588768005,0.19480518996715546,0.34620174765586853,2.301980495452881,0.41054555773735046,2.237111806869507,0.44843485951423645,2.158989667892456,0.4662441909313202,2.0631003379821777,0.44733044505119324,2.0723729133605957,0.43871453404426575,0.048980824649333954,1.8516324758529663,2.674922466278076,2.150017261505127,0.34620174765586853
3,,,4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7588989734649658,0.19943110644817352,0.694702684879303,0.6933853626251221,0.8882051110267639,0.10572821646928787,0.0,0.5627070665359497,0.43027204275131226,2.151482105255127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0002,0.0001,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8035356402397156,0.3684210479259491,0.768205463886261,0.7690308094024658,0.8768033385276794,0.41434264183044434,0.5894736647605896,1.707194447517395,0.44148245453834534,2.095247745513916,0.4407723844051361,2.08516263961792,0.43033409118652344,2.2079548835754395,0.5458167195320129,1.7621204853057861,0.44082558155059814,0.05234407261013985,1.8548429012298584,2.7026560306549072,2.1310250759124756,0.43033409118652344,0.7382877469062805,0.14196762442588806,0.6976531744003296,0.7587963938713074,0.8675633668899536,0.2539682686328888,0.364881694316864,2.304738998413086,0.42304176092147827,2.209332227706909,0.4472215473651886,2.1411232948303223,0.4760734736919403,2.028286933898926,0.4588744640350342,2.0283687114715576,0.4475520849227905,0.04137192666530609,1.768664836883545,2.6400206089019775,2.1222801208496094,0.364881694316864
