epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,test/test-id-hr-ablated-task-acc,test/test-id-hr-ablated-worst-group-task-acc,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-lr-ablated-task-acc,test/test-id-lr-ablated-worst-group-task-acc,test/test-id-lr-domain-acc,test/test-id-lr-domain-acc-africa,test/test-id-lr-domain-acc-americas,test/test-id-lr-domain-acc-asia,test/test-id-lr-domain-acc-europe,test/test-id-lr-domain-acc-oceania,test/test-id-region-africa-hr-ablated-task-acc,test/test-id-region-africa-lr-ablated-task-acc,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-hr-ablated-task-acc,test/test-id-region-americas-lr-ablated-task-acc,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-hr-ablated-task-acc,test/test-id-region-asia-lr-ablated-task-acc,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-hr-ablated-task-acc,test/test-id-region-europe-lr-ablated-task-acc,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-hr-ablated-task-acc,test/test-id-region-oceania-lr-ablated-task-acc,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-ablated-task-acc,test/test-od-hr-ablated-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-lr-ablated-task-acc,test/test-od-lr-ablated-worst-group-task-acc,test/test-od-lr-domain-acc,test/test-od-lr-domain-acc-africa,test/test-od-lr-domain-acc-americas,test/test-od-lr-domain-acc-asia,test/test-od-lr-domain-acc-europe,test/test-od-lr-domain-acc-oceania,test/test-od-region-africa-hr-ablated-task-acc,test/test-od-region-africa-lr-ablated-task-acc,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-hr-ablated-task-acc,test/test-od-region-americas-lr-ablated-task-acc,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-hr-ablated-task-acc,test/test-od-region-asia-lr-ablated-task-acc,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-hr-ablated-task-acc,test/test-od-region-europe-lr-ablated-task-acc,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-hr-ablated-task-acc,test/test-od-region-oceania-lr-ablated-task-acc,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/frozen_branch,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-ablated-task-acc,val/val-id-hr-ablated-worst-group-task-acc,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-ablated-task-acc,val/val-id-lr-ablated-worst-group-task-acc,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-hr-ablated-task-acc,val/val-id-region-africa-lr-ablated-task-acc,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-hr-ablated-task-acc,val/val-id-region-americas-lr-ablated-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-hr-ablated-task-acc,val/val-id-region-asia-lr-ablated-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-hr-ablated-task-acc,val/val-id-region-europe-lr-ablated-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-hr-ablated-task-acc,val/val-id-region-oceania-lr-ablated-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-ablated-task-acc,val/val-od-hr-ablated-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-ablated-task-acc,val/val-od-lr-ablated-worst-group-task-acc,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-hr-ablated-task-acc,val/val-od-region-africa-lr-ablated-task-acc,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-hr-ablated-task-acc,val/val-od-region-americas-lr-ablated-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-hr-ablated-task-acc,val/val-od-region-asia-lr-ablated-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-hr-ablated-task-acc,val/val-od-region-europe-lr-ablated-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-hr-ablated-task-acc,val/val-od-region-oceania-lr-ablated-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08873987942934036,0.06966590881347656,0.5416703224182129,0.0,0.2565019428730011,0.3200891315937042,0.8673120737075806,0.0,0.3917965590953827,0.3692103326320648,0.5145868062973022,0.0,0.24707412719726562,0.14184923470020294,0.9048975110054016,0.0,0.12105263024568558,0.49473685026168823,0.557894766330719,1.733594536781311,0.09265279769897461,0.42977893352508545,0.4564369320869446,2.0789756774902344,0.12105458229780197,0.3865577280521393,0.4184923768043518,2.223018169403076,0.06966590881347656,0.3692103326320648,0.4026196002960205,2.26315975189209,0.0717131495475769,0.3784860670566559,0.5498008131980896,1.8968937397003174,0.42654359340667725,0.06847348809242249,1.9164958000183105,2.9398300647735596,2.1902849674224854,0.4026196002960205,0.07085111737251282,0.04234122112393379,0.4869194030761719,0.0,0.21441633999347687,0.3613200783729553,0.8795912861824036,0.0,0.39879488945007324,0.3212951421737671,0.4366055727005005,0.0,0.1574215143918991,0.19048774242401123,0.8894205689430237,0.0,0.04234122112393379,0.3212951421737671,0.35491904616355896,2.361952543258667,0.06339530646800995,0.38220053911209106,0.4181652069091797,2.2301130294799805,0.12302839010953903,0.37248241901397705,0.41688910126686096,2.2829082012176514,0.05444904416799545,0.4326176941394806,0.4690895080566406,2.025686264038086,0.0476190485060215,0.42424243688583374,0.4502164423465729,1.9862769842147827,0.43625408411026,0.06651262193918228,1.8895728588104248,2.9144442081451416,2.1588151454925537,0.35491904616355896
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4716053307056427,0.0,0.11834263056516647,0.14088381826877594,0.8978056311607361,0.0,0.0,1.261420726776123,0.41593483090400696,0.036662451922893524,0.18480904400348663,0.09618732333183289,0.7555434107780457,0.010968921706080437,0.0,1.3656399250030518,0.266838401556015,2.9849112033843994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07602542638778687,0.05179283022880554,0.6104676723480225,0.0,0.4031209349632263,0.4110657274723053,0.8851556777954102,0.0,0.4761821925640106,0.44476082921028137,0.6106418371200562,0.0,0.4392067492008209,0.31674712896347046,0.9126803278923035,0.0,0.08421052992343903,0.6000000238418579,0.6421052813529968,1.3496334552764893,0.06892067939043045,0.5331599712371826,0.5828998684883118,1.5667835474014282,0.12885257601737976,0.4582250416278839,0.5198663473129272,1.7157021760940552,0.05410022661089897,0.44476082921028137,0.5142369270324707,1.8225955963134766,0.05179283022880554,0.541832685470581,0.6653386354446411,1.3571093082427979,0.5393189787864685,0.04335225373506546,1.3965743780136108,2.476893424987793,1.711753487586975,0.5142369270324707,0.06261611729860306,0.03985055908560753,0.5489831566810608,0.0,0.35614141821861267,0.44794952869415283,0.8729953169822693,0.0,0.4755209684371948,0.41220423579216003,0.5029876828193665,0.0,0.2549527585506439,0.36568793654441833,0.8842473030090332,0.0,0.03985055908560753,0.41220423579216003,0.4694894254207611,1.9004768133163452,0.05227065086364746,0.46967387199401855,0.5150868892669678,1.7831711769104004,0.12715360522270203,0.4413977265357971,0.5059451460838318,1.813220500946045,0.040481116622686386,0.5029746294021606,0.5614330172538757,1.634432315826416,0.05050504952669144,0.4992784857749939,0.5772005915641785,1.5023807287216187,0.5315089225769043,0.02585560455918312,1.3442448377609253,2.440143585205078,1.7266918420791626,0.4694894254207611
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5239061713218689,0.0,0.22831736505031586,0.25189509987831116,0.8902372717857361,0.0,0.0,1.0390535593032837,0.4916084408760071,0.018331225961446762,0.26636627316474915,0.16101409494876862,0.8414091467857361,0.005484460853040218,0.0,1.0975842475891113,0.4874126613140106,1.9286067485809326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0970129743218422,0.031578946858644485,0.6561874151229858,0.0,0.5237321257591248,0.49721500277519226,0.8703492879867554,0.0,0.4624226987361908,0.4331814646720886,0.883915364742279,0.36315789818763733,0.8797138929367065,0.8284441232681274,0.962984025478363,0.28286853432655334,0.031578946858644485,0.5894736647605896,0.6526315808296204,1.3003824949264526,0.07802340388298035,0.5198309421539307,0.6046814322471619,1.4537357091903687,0.14073523879051208,0.436687707901001,0.5659116506576538,1.5491749048233032,0.09054669737815857,0.4331814646720886,0.537015974521637,1.696498990058899,0.04780876636505127,0.5577689409255981,0.717131495475769,1.180724859237671,0.5678829550743103,0.011691886931657791,1.0891804695129395,2.201568365097046,1.579748272895813,0.537015974521637,0.06834045052528381,0.04109589010477066,0.5921164751052856,0.0,0.45717769861221313,0.5272992253303528,0.8560527563095093,0.0,0.4672357439994812,0.4176170825958252,0.7530002593994141,0.12951432168483734,0.7156354784965515,0.7420529127120972,0.9137351512908936,0.10533910244703293,0.04109589010477066,0.4221668839454651,0.465753436088562,1.818943738937378,0.045870162546634674,0.47058823704719543,0.5394696593284607,1.7099922895431519,0.13249211013317108,0.4176170825958252,0.5272992253303528,1.7492955923080444,0.057941023260354996,0.4899120628833771,0.5754009485244751,1.5399055480957031,0.0476190485060215,0.5281385183334351,0.5988456010818481,1.3781770467758179,0.5499874353408813,0.018028801307082176,1.0763899087905884,2.1908364295959473,1.6450408697128296,0.465753436088562
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.558647632598877,0.0,0.2984154224395752,0.3254908621311188,0.8870634436607361,0.0,0.0,0.9527503252029419,0.6000459790229797,0.05983986333012581,0.4339865446090698,0.3654519319534302,0.8725681900978088,0.022547226399183273,0.0,0.5601916313171387,0.5716924667358398,1.5665042400360107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
