epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-lr-domain-acc,test/test-id-lr-domain-acc-africa,test/test-id-lr-domain-acc-americas,test/test-id-lr-domain-acc-asia,test/test-id-lr-domain-acc-europe,test/test-id-lr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-lr-domain-acc,test/test-od-lr-domain-acc-africa,test/test-od-lr-domain-acc-americas,test/test-od-lr-domain-acc-asia,test/test-od-lr-domain-acc-europe,test/test-od-lr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.539580225944519,0.0,0.3881664574146271,0.19680653512477875,0.8488990068435669,0.0,0.9642079472541809,0.17368420958518982,1.0,0.9405866861343384,0.9975322484970093,0.6972111463546753,0.5157894492149353,1.9315446615219116,0.39109233021736145,2.348959445953369,0.31006312370300293,2.5421431064605713,0.35744115710258484,2.4899678230285645,0.48605579137802124,2.2018375396728516,0.3608812987804413,0.03944071754813194,1.8198848962783813,2.7969632148742676,2.453397274017334,0.31006312370300293,0.47341200709342957,0.0,0.33724474906921387,0.21887890994548798,0.8164770007133484,0.0,0.944815456867218,0.26899129152297974,1.0,0.9706382155418396,0.9653388261795044,0.8282828330993652,0.2901619076728821,2.5875556468963623,0.35004571080207825,2.4951748847961426,0.30235379934310913,2.59065842628479,0.40429383516311646,2.296215772628784,0.380952388048172,2.355253219604492,0.35982927680015564,0.030109640210866928,1.7994581460952759,2.87764048576355,2.437166929244995,0.2901619076728821
0,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4113422632217407,0.0,0.4071425199508667,0.17575383186340332,0.5695082545280457,0.07312614470720291,0.0,1.386626124382019,0.9377984404563904,0.1510745882987976,0.9697706699371338,0.9537312388420105,0.965705394744873,0.5466179251670837,0.0,0.31625238060951233,0.2569376826286316,3.0715296268463135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5856483578681946,0.0,0.4382314682006836,0.3457111120223999,0.8439635634422302,0.0,0.9682138562202454,0.2210526317358017,1.0,0.9391013979911804,0.9969627857208252,0.8725099563598633,0.6157894730567932,1.5328094959259033,0.5139791965484619,1.7851815223693848,0.3813590705394745,2.1895532608032227,0.4495064616203308,2.0909974575042725,0.6414342522621155,1.575714349746704,0.4578942656517029,0.06111736595630646,1.3070168495178223,2.2729990482330322,2.0168278217315674,0.3813590705394745,0.5179513096809387,0.0,0.35644620656967163,0.3923804759979248,0.8224262595176697,0.0,0.950539767742157,0.3287671208381653,1.0,0.9696675539016724,0.9644335508346558,0.939393937587738,0.3636363744735718,2.23418927192688,0.4536726474761963,2.0265769958496094,0.3712691068649292,2.2500267028808594,0.5040093064308167,1.8669791221618652,0.542568564414978,1.7630658149719238,0.4556364417076111,0.056844018399715424,1.2976384162902832,2.3185434341430664,2.010587215423584,0.3636363744735718
1,,,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48267045617103577,0.0,0.38928622007369995,0.234207421541214,0.7095588445663452,0.036563072353601456,0.0,1.0888538360595703,0.9608328938484192,0.35967129468917847,0.9843846559524536,0.97133469581604,0.9809713959693909,0.7227300405502319,0.0,0.08549945801496506,0.4565395712852478,2.0811283588409424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6068100929260254,0.0,0.43465539813041687,0.4229483902454376,0.8526955246925354,0.0,0.9800574779510498,0.24210526049137115,1.0,0.9881173372268677,0.9969627857208252,0.8725099563598633,0.6473684310913086,1.3738741874694824,0.572496771812439,1.5322940349578857,0.4036390781402588,2.119138479232788,0.510060727596283,1.8697863817214966,0.6932271122932434,1.2621506452560425,0.5081424713134766,0.0685911476612091,1.0987402200698853,2.019139289855957,1.8185824155807495,0.4036390781402588,0.5387898683547974,0.0,0.3604084253311157,0.46954622864723206,0.8316088914871216,0.0,0.9581220149993896,0.41718554496765137,1.0,0.992477536201477,0.9636574983596802,0.9278499484062195,0.42092153429985046,2.073359727859497,0.5192014575004578,1.7918806076049805,0.3921378254890442,2.2456445693969727,0.5469477772712708,1.683547019958496,0.5974025726318359,1.4976463317871094,0.5024353265762329,0.07157740741968155,1.1109833717346191,2.03753662109375,1.8450827598571777,0.3921378254890442
2,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5169891119003296,0.0,0.4012778401374817,0.2813371419906616,0.7545668482780457,0.02437538094818592,0.0,1.0348467826843262,0.9699422121047974,0.47745469212532043,0.9894149899482727,0.976996660232544,0.9860600233078003,0.8021531701087952,0.0,0.061280593276023865,0.5508111715316772,1.665238380432129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6277105212211609,0.0,0.48016905784606934,0.42443370819091797,0.8709187507629395,0.0,0.9764869809150696,0.33157894015312195,1.0,0.9587820172309875,0.9952543377876282,0.9920318722724915,0.6526315808296204,1.343421220779419,0.6027308106422424,1.4141098260879517,0.411437064409256,2.1887378692626953,0.529992401599884,1.7953603267669678,0.6932271122932434,1.1935573816299438,0.5273012518882751,0.0922936201095581,0.9383087754249573,1.8468207120895386,1.767444372177124,0.411437064409256,0.5599297285079956,0.0012453299714252353,0.40185919404029846,0.45644262433052063,0.8577340841293335,0.0,0.9591262936592102,0.45952677726745605,1.0,0.9757340550422668,0.966502845287323,0.9754689931869507,0.42092153429985046,2.112208843231201,0.5496799945831299,1.686203122138977,0.38922592997550964,2.3502368927001953,0.5734609365463257,1.60722815990448,0.6190476417541504,1.388086199760437,0.5229223966598511,0.093401700258255,0.9600043296813965,1.8625797033309937,1.8000584840774536,0.38922592997550964
3,,,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5410275459289551,0.00015802781854290515,0.4171077013015747,0.31829410791397095,0.7794764041900635,0.018281536176800728,0.0,0.9862334728240967,0.9747180342674255,0.5456700325012207,0.9919062852859497,0.9799820184707642,0.9885397553443909,0.8432358503341675,0.0,0.049627259373664856,0.6075875163078308,1.4305872917175293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6594966650009155,0.0736842080950737,0.5295838713645935,0.5466023087501526,0.8462414741516113,0.0,0.9738744497299194,0.3368421196937561,1.0,0.9461566805839539,0.995823860168457,0.9920318722724915,0.678947389125824,1.2739171981811523,0.6206111907958984,1.3881431818008423,0.436687707901001,2.1160757541656494,0.551822304725647,1.7557350397109985,0.717131495475769,1.109093189239502,0.5490725636482239,0.09501440823078156,0.8405680656433105,1.7587001323699951,1.721929669380188,0.436687707901001,0.5915139317512512,0.013698630034923553,0.46174946427345276,0.5641834735870361,0.8295395970344543,0.0,0.9583228826522827,0.465753436088562,1.0,0.9667556285858154,0.9685721397399902,0.9754689931869507,0.4383561611175537,1.9628928899765015,0.5501371622085571,1.6689839363098145,0.4011162221431732,2.349513053894043,0.5861355662345886,1.5874741077423096,0.6479076743125916,1.314522385597229,0.5321617126464844,0.11147862672805786,0.8414667248725891,1.75062096118927,1.7779181003570557,0.4011162221431732
4,,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5593224167823792,0.0024020227137953043,0.4335097372531891,0.3474760055541992,0.7951287031173706,0.014625228941440582,0.0,0.945345401763916,0.9777318239212036,0.5925410985946655,0.9934391975402832,0.9818406701087952,0.9899815917015076,0.8688604235649109,0.0,0.042921435087919235,0.6491680145263672,1.2733110189437866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672472357749939,0.28947368264198303,0.5627438426017761,0.5235796570777893,0.8591495752334595,0.0,0.9795349836349487,0.40526315569877625,1.0,0.9639806747436523,0.9963933229446411,0.9960159659385681,0.6842105388641357,1.2084561586380005,0.6176853179931641,1.3693790435791016,0.46750834584236145,2.0492753982543945,0.5601746439933777,1.7511173486709595,0.7490040063858032,1.0529606342315674,0.5601323843002319,0.10473962128162384,0.7679217457771301,1.6766976118087769,1.696878433227539,0.46750834584236145,0.6005021333694458,0.08717310428619385,0.47927460074424744,0.5421014428138733,0.8419554829597473,0.0,0.9634948372840881,0.5392279028892517,1.0,0.9771900177001953,0.968960165977478,0.972582995891571,0.4458281397819519,2.0326120853424072,0.5545565485954285,1.6618784666061401,0.4287794232368469,2.291719913482666,0.5928608179092407,1.573312759399414,0.6608946323394775,1.2905864715576172,0.5427567362785339,0.11894607543945312,0.7779525518417358,1.6708768606185913,1.7601414918899536,0.4287794232368469
5,,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574452817440033,0.02149178273975849,0.4486641585826874,0.3721526563167572,0.806027889251709,0.01218769047409296,0.0,0.9118754863739014,0.9798884391784668,0.6295828223228455,0.9944849610328674,0.9830703735351562,0.9909237027168274,0.8874669671058655,0.0,0.03831368684768677,0.6796247959136963,1.149003505706787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6756945252418518,0.3210526406764984,0.5581924319267273,0.5358336567878723,0.8614274859428406,0.0,0.980492889881134,0.410526305437088,1.0,0.9699220061302185,0.9952543377876282,0.9960159659385681,0.678947389125824,1.2047080993652344,0.6326397657394409,1.338980793952942,0.47196435928344727,2.051591396331787,0.5647304654121399,1.7223950624465942,0.7689242959022522,0.9848607182502747,0.5675346255302429,0.11176863312721252,0.7152862548828125,1.6148865222930908,1.6748217344284058,0.47196435928344727,0.610695481300354,0.1008717343211174,0.49100884795188904,0.5508371591567993,0.8521727919578552,0.0,0.9640974402427673,0.5429638624191284,1.0,0.9810725450515747,0.9680548310279846,0.972582995891571,0.4570361077785492,2.0146100521087646,0.5597378611564636,1.6569225788116455,0.43387526273727417,2.3195743560791016,0.599068820476532,1.55319344997406,0.6810966730117798,1.2358838319778442,0.5490835905075073,0.12795156240463257,0.732114315032959,1.6010057926177979,1.7537415027618408,0.43387526273727417
6,,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5868567824363708,0.03882969170808792,0.46309199929237366,0.3925783932209015,0.8135668039321899,0.01044659223407507,0.0,0.8859208226203918,0.9815143942832947,0.6586599349975586,0.9952455759048462,0.9839727878570557,0.9916868805885315,0.8998868465423584,0.0,0.03453655540943146,0.706790030002594,1.044742226600647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6850126385688782,0.3526315689086914,0.5916774868965149,0.5614556074142456,0.8479498624801636,0.0,0.9740486145019531,0.42105263471603394,1.0,0.9431860446929932,0.9952543377876282,0.980079710483551,0.7157894968986511,1.179801106452942,0.6251625418663025,1.3840765953063965,0.4935016632080078,2.068531036376953,0.5664388537406921,1.7318191528320312,0.7490040063858032,1.0291305780410767,0.5716276168823242,0.12553736567497253,0.651792049407959,1.5451465845108032,1.6962018013000488,0.4935016632080078,0.615967869758606,0.12453299760818481,0.5080767869949341,0.5726765394210815,0.8371701836585999,0.0,0.9607331156730652,0.5479452013969421,1.0,0.9662703275680542,0.9674081802368164,0.9653679728507996,0.47820672392845154,1.9181021451950073,0.5592806935310364,1.6826335191726685,0.43314728140830994,2.379268169403076,0.6030781269073486,1.5789413452148438,0.6580086350440979,1.2928980588912964,0.5503891706466675,0.1443343311548233,0.675787091255188,1.5149158239364624,1.7827228307724,0.43314728140830994
7,,,,7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5974916219711304,0.05720606818795204,0.4752956032752991,0.4108737111091614,0.8195621371269226,0.009140768088400364,0.0,0.8655188679695129,0.982789158821106,0.6818900108337402,0.9958279728889465,0.9846917390823364,0.9922808408737183,0.9092778563499451,0.0029761905316263437,0.03213786706328392,0.7318735718727112,0.9504997134208679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
