epoch,lr-Adam,lr-Adam-1,step,test/test-id-lr-domain-acc,test/test-id-lr-domain-acc-africa,test/test-id-lr-domain-acc-americas,test/test-id-lr-domain-acc-asia,test/test-id-lr-domain-acc-europe,test/test-id-lr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-lr-domain-acc,test/test-od-lr-domain-acc-africa,test/test-od-lr-domain-acc-americas,test/test-od-lr-domain-acc-asia,test/test-od-lr-domain-acc-europe,test/test-od-lr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7921274900436401,0.0736842080950737,0.7012353539466858,0.814333438873291,0.8982536196708679,0.0,0.41578948497772217,2.306273937225342,0.24382314085960388,3.115234851837158,0.2888971269130707,2.8719401359558105,0.22741077840328217,3.1027400493621826,0.23904383182525635,3.0825774669647217,0.24967342615127563,0.04353925958275795,2.801116704940796,3.509068489074707,3.03813099861145,0.22741077840328217,0.6776299476623535,0.008717309683561325,0.6245047450065613,0.5966998338699341,0.8964045643806458,0.0,0.1980074793100357,3.1809332370758057,0.19902469217777252,3.250016689300537,0.25188061594963074,3.047609567642212,0.2670719027519226,2.9726080894470215,0.21067820489406586,3.11376690864563,0.23670600354671478,0.015994565561413765,2.651632785797119,3.4528889656066895,3.0931713581085205,0.1980074793100357
0,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875219345092773,0.0006321112741716206,0.5808897018432617,0.7075074315071106,0.8013269901275635,0.09811090677976608,0.02380952425301075,0.9510974287986755,0.18290984630584717,3.4234800338745117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8374118208885193,0.33157894015312195,0.7880364060401917,0.8384701013565063,0.924069881439209,0.011952191591262817,0.4684210419654846,2.101771593093872,0.3169700801372528,2.7319493293762207,0.3601931035518646,2.565505266189575,0.3116932511329651,2.7478771209716797,0.38247013092041016,2.618727207183838,0.32874685525894165,0.06177177652716637,2.449708938598633,3.2928130626678467,2.687115430831909,0.3116932511329651,0.7250313758850098,0.12702366709709167,0.7354465126991272,0.6081048250198364,0.9057164788246155,0.0028860028833150864,0.21917808055877686,2.965710401535034,0.2576958239078522,2.94921612739563,0.3011404871940613,2.8097240924835205,0.34428349137306213,2.6239802837371826,0.3073593080043793,2.7345471382141113,0.30042681097984314,0.022741712629795074,2.380573034286499,3.237957239151001,2.7876317501068115,0.21917808055877686
1,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7522605061531067,0.08091024309396744,0.6670957803726196,0.7609354853630066,0.8635828495025635,0.05088360607624054,0.011904762126505375,0.5636465549468994,0.29345718026161194,2.8282315731048584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8593572974205017,0.35789474844932556,0.8120936155319214,0.8837727308273315,0.9316628575325012,0.055776894092559814,0.4894736707210541,1.9514659643173218,0.37191158533096313,2.509582757949829,0.3910137414932251,2.3868536949157715,0.3532649874687195,2.549968957901001,0.4302788972854614,2.30378794670105,0.37115737795829773,0.06081352382898331,2.246412992477417,3.1320641040802,2.485494613647461,0.3532649874687195,0.7449660897254944,0.13075965642929077,0.7637915015220642,0.6423197984695435,0.9101138114929199,0.05050504952669144,0.25404733419418335,2.8191511631011963,0.29396525025367737,2.772772789001465,0.3266197443008423,2.666137218475342,0.3825659453868866,2.432067632675171,0.34487733244895935,2.4793808460235596,0.3352247178554535,0.02404068596661091,2.201094150543213,3.1070542335510254,2.6105010509490967,0.25404733419418335
2,,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7841614484786987,0.14138221740722656,0.7115020751953125,0.7913414835929871,0.8889016509056091,0.0522039420902729,0.007936508394777775,0.47791290283203125,0.35712891817092896,2.5311717987060547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
