epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,0.4815814793109894,0.0,0.18140442669391632,0.10063126683235168,0.8923690319061279,0.0,0.9441783428192139,0.4894736707210541,0.922626793384552,0.9509840607643127,0.9832953810691833,0.6772908568382263,0.5421052575111389,2.1604135036468506,0.45546165108680725,2.46321964263916,0.4511696994304657,2.427353620529175,0.42084282636642456,2.5564823150634766,0.5139442086219788,2.34879994392395,0.44143515825271606,0.1069190502166748,2.187182664871216,3.1243908405303955,2.4918556213378906,0.42084282636642456,0.4243535101413727,0.0,0.17845168709754944,0.1096821129322052,0.8830832839012146,0.0,0.7378860116004944,0.12204234302043915,0.8977445960044861,0.5724338889122009,0.7615106105804443,0.6623376607894897,0.32378581166267395,2.790670871734619,0.4017067849636078,2.6374337673187256,0.3688425123691559,2.7216100692749023,0.4495602548122406,2.461637020111084,0.38383838534355164,2.4547712802886963,0.40969118475914,0.09639610350131989,2.263411521911621,3.1760096549987793,2.586597442626953,0.32378581166267395
0,,,,960,0.3679924011230469,0.0278128944337368,0.3178372085094452,0.06755011528730392,0.5849322080612183,0.004265691619366407,0.0,1.449637532234192,0.8758180141448975,0.33501896262168884,0.8724550604820251,0.8886517882347107,0.9224207401275635,0.3345521092414856,0.0,0.4011904299259186,0.2829970121383667,3.1204450130462646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,0.5354872345924377,0.0,0.32639792561531067,0.21351651847362518,0.8675019145011902,0.0,0.9613341689109802,0.6052631735801697,0.9444082975387573,0.9639806747436523,0.989939272403717,0.8286852836608887,0.6684210300445557,1.862319827079773,0.5975292325019836,2.0229244232177734,0.5714816451072693,2.0608131885528564,0.5298025608062744,2.2014975547790527,0.629482090473175,1.9415395259857178,0.5623095035552979,0.11225729435682297,1.7683812379837036,2.7704238891601562,2.1102325916290283,0.5298025608062744,0.47592267394065857,0.0,0.27750685811042786,0.26061636209487915,0.8513967990875244,0.0,0.7783580422401428,0.2665006220340729,0.913898229598999,0.603736937046051,0.8100103735923767,0.7777777910232544,0.43212950229644775,2.4765942096710205,0.517829954624176,2.2262699604034424,0.481193870306015,2.3707845211029053,0.5563890337944031,2.104219913482666,0.5714285969734192,2.031921625137329,0.5236254334449768,0.09485575556755066,1.8282349109649658,2.8289730548858643,2.2122201919555664,0.43212950229644775
1,,,,1921,0.43636730313301086,0.0139064472168684,0.27599769830703735,0.1137065514922142,0.7382094264030457,0.0021328458096832037,0.0,1.149393081665039,0.9118821620941162,0.44279393553733826,0.9103847742080688,0.9181593656539917,0.9503676295280457,0.5219378471374512,0.0,0.1718575358390808,0.505158543586731,2.2936267852783203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,0.5788556933403015,0.0,0.43465539813041687,0.3126624524593353,0.8481397032737732,0.0,0.9681267738342285,0.6578947305679321,0.9580624103546143,0.9702933430671692,0.9901290535926819,0.8605577945709229,0.6894736886024475,1.7095670700073242,0.6397919654846191,1.8751496076583862,0.597846269607544,1.955339789390564,0.5766894221305847,2.0828115940093994,0.7290836572647095,1.680861234664917,0.6038491725921631,0.08954168111085892,1.5529378652572632,2.590437889099121,1.9837015867233276,0.5766894221305847,0.5173487067222595,0.0,0.3684852123260498,0.3605920970439911,0.8275995850563049,0.0,0.7667587399482727,0.3287671208381653,0.9280707240104675,0.6000970602035522,0.7617692947387695,0.7979797720909119,0.4719800651073456,2.4305577278137207,0.5620237588882446,2.1131675243377686,0.5057024955749512,2.2807528972625732,0.5932488441467285,1.9968767166137695,0.6551226377487183,1.8407881259918213,0.5620889067649841,0.07609795033931732,1.6426959037780762,2.660973310470581,2.106081247329712,0.4719800651073456
2,,,,2882,0.4736522436141968,0.009270965121686459,0.29830417037010193,0.1625956892967224,0.7823222875595093,0.0014218972064554691,0.0,1.0842878818511963,0.928942859172821,0.506953239440918,0.9278596043586731,0.9343402981758118,0.9616459608078003,0.6209627985954285,0.0,0.13106845319271088,0.6063515543937683,1.9694347381591797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
