epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-ablated-task-acc,val/val-id-hr-ablated-worst-group-task-acc,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-ablated-task-acc,val/val-id-lr-ablated-worst-group-task-acc,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-hr-ablated-task-acc,val/val-id-region-africa-lr-ablated-task-acc,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-hr-ablated-task-acc,val/val-id-region-americas-lr-ablated-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-hr-ablated-task-acc,val/val-id-region-asia-lr-ablated-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-hr-ablated-task-acc,val/val-id-region-europe-lr-ablated-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-hr-ablated-task-acc,val/val-id-region-oceania-lr-ablated-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-ablated-task-acc,val/val-od-hr-ablated-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-ablated-task-acc,val/val-od-lr-ablated-worst-group-task-acc,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-hr-ablated-task-acc,val/val-od-region-africa-lr-ablated-task-acc,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-hr-ablated-task-acc,val/val-od-region-americas-lr-ablated-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-hr-ablated-task-acc,val/val-od-region-asia-lr-ablated-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-hr-ablated-task-acc,val/val-od-region-europe-lr-ablated-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-hr-ablated-task-acc,val/val-od-region-oceania-lr-ablated-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,2401,,,,,,,,,,,,,,,,,,,0.09091700613498688,0.012353706173598766,0.6196116209030151,0.0,0.4730169177055359,0.411437064409256,0.8640850186347961,0.0,0.01262736227363348,0.0,0.12435774505138397,0.06842105090618134,0.4583875238895416,0.0,0.0,0.0,0.04736842215061188,0.005263158120214939,0.6578947305679321,1.146060585975647,0.8842105269432068,0.012353706173598766,0.00812743790447712,0.6752275824546814,1.1339716911315918,0.9021456241607666,0.13665057718753815,0.008540661074221134,0.661715567111969,1.2113080024719238,0.8845154047012329,0.11845102161169052,0.0182232353836298,0.6522399187088013,1.2480593919754028,0.8718678951263428,0.019920319318771362,0.0,0.7928286790847778,0.854047417640686,0.9362549781799316,0.6638509035110474,0.017960764467716217,0.78135085105896,1.886671543121338,1.1982742547988892,0.8846120238304138,0.6522399187088013,0.8718678951263428,0.10444388538599014,0.010101010091602802,0.5684660077095032,0.0,0.4259372055530548,0.49454015493392944,0.8391101956367493,0.0,0.01185036450624466,0.0037359900306910276,0.15561135113239288,0.11581569164991379,0.4580920338630676,0.0,0.0,0.0,0.027397260069847107,0.0037359900306910276,0.5217932462692261,1.5935842990875244,0.8829389810562134,0.020725388079881668,0.008838769048452377,0.656507134437561,1.244044303894043,0.8849436044692993,0.11332201212644577,0.01213297713547945,0.6301868557929993,1.3672397136688232,0.8762436509132385,0.18727366626262665,0.014097258448600769,0.6983962655067444,1.0923354625701904,0.9022245407104492,0.010101010091602802,0.02308802306652069,0.7388167381286621,0.9850857853889465,0.9177489280700684,0.6647753119468689,0.01852712593972683,0.7963975667953491,1.8293521404266357,1.2156051397323608,0.8909364938735962,0.5217932462692261,0.8762436509132385
0,,,,2401,0.5179735422134399,0.001896333764307201,0.3882611095905304,0.25009825825691223,0.7815085053443909,0.0024375380016863346,0.0,1.2281025648117065,0.14087402820587158,0.09860935807228088,0.49110761284828186,0.00011230276868445799,0.010397518053650856,0.0,0.190476194024086,2.4499762058258057,0.5497964024543762,1.7166868448257446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,4803,,,,,,,,,,,,,,,,,,,0.08630149066448212,0.021052632480859756,0.704606831073761,0.0,0.5972041487693787,0.62495356798172,0.867691695690155,0.0,0.013062788173556328,0.0,0.13454672694206238,0.02631578966975212,0.49902471899986267,0.0,0.0,0.0,0.021052632480859756,0.0,0.6947368383407593,0.9531008005142212,0.9263157844543457,0.0321846567094326,0.010403120890259743,0.713263988494873,1.0346018075942993,0.9157997369766235,0.14667657017707825,0.008540661074221134,0.6921648979187012,1.120315432548523,0.9123653769493103,0.0922551229596138,0.017653757706284523,0.6909643411636353,1.1522400379180908,0.8876233696937561,0.027888447046279907,0.007968127727508545,0.8446215391159058,0.6760990023612976,0.9362549781799316,0.7006879448890686,0.03954850509762764,0.5765132904052734,1.6773263216018677,1.0993576049804688,0.9027257561683655,0.6909643411636353,0.8876233696937561,0.0763745903968811,0.010101010091602802,0.635350227355957,0.0,0.5082291960716248,0.676049530506134,0.8448008298873901,0.0,0.011147376149892807,0.0037359900306910276,0.13150891661643982,0.004981319885700941,0.39820176362991333,0.0,0.0,0.0,0.038605231791734695,0.0037359900306910276,0.5628891587257385,1.4754942655563354,0.8829389810562134,0.027125876396894455,0.009143553674221039,0.6789088845252991,1.1810023784637451,0.896068274974823,0.11429264396429062,0.011647658422589302,0.641349196434021,1.3304706811904907,0.88934725522995,0.1078634262084961,0.012545266188681126,0.7113295197486877,1.0488622188568115,0.9093378186225891,0.010101010091602802,0.020202020183205605,0.789321780204773,0.7720242142677307,0.9437229633331299,0.6829023361206055,0.05194540321826935,0.5979815721511841,1.6171478033065796,1.1581439971923828,0.9009791612625122,0.5628891587257385,0.8829389810562134
1,,,,4803,0.5904531478881836,0.0009481668821536005,0.48402708768844604,0.3753719925880432,0.8198529481887817,0.0012187690008431673,0.0,0.9150534868240356,0.13411524891853333,0.08691529929637909,0.4756353497505188,5.6151384342228994e-05,0.005213120486587286,0.0021328458096832037,0.2261904776096344,2.5138227939605713,0.7328103184700012,0.9500242471694946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,7205,,,,,,,,,,,,,,,,,,,0.084908127784729,0.023904383182525635,0.7338674664497375,0.005263158120214939,0.6521456241607666,0.7125881910324097,0.8544039726257324,0.0,0.01445615291595459,0.0,0.11416877061128616,0.08421052992343903,0.41840052604675293,0.0,0.0005694761057384312,0.0039840638637542725,0.031578946858644485,0.0,0.7368420958518982,0.9054765701293945,0.9315789341926575,0.031209362670779228,0.011378413066267967,0.731144368648529,1.0175331830978394,0.9239271879196167,0.13739323616027832,0.014110657386481762,0.713330864906311,1.1003854274749756,0.9123653769493103,0.09434320777654648,0.017653757706284523,0.6865983009338379,1.2026945352554321,0.8895216584205627,0.023904383182525635,0.0,0.8167330622673035,0.7316564321517944,0.9402390718460083,0.7085256576538086,0.07776903361082077,0.42288175225257874,1.4368493556976318,1.1136409044265747,0.9059479236602783,0.6865983009338379,0.8895216584205627,0.07863419502973557,0.010101010091602802,0.6620135307312012,0.004981319885700941,0.5618714094161987,0.7374423742294312,0.8347128629684448,0.0,0.011247803457081318,0.004981319885700941,0.13246296346187592,0.1394769549369812,0.3843340575695038,0.0,0.00012933264952152967,0.0014430014416575432,0.04607721045613289,0.004981319885700941,0.5765877962112427,1.497161865234375,0.892901599407196,0.025449557229876518,0.00929594598710537,0.6863760948181152,1.1724987030029297,0.9042974710464478,0.1033729687333107,0.011647658422589302,0.6483862996101379,1.3632723093032837,0.8908032178878784,0.12015002220869064,0.012803931720554829,0.7221934795379639,1.0501047372817993,0.913605809211731,0.010101010091602802,0.017316017299890518,0.789321780204773,0.8053808808326721,0.9307359457015991,0.6915892362594604,0.08612555265426636,0.45100098848342896,1.4119099378585815,1.1646614074707031,0.9055988192558289,0.5765877962112427,0.8908032178878784
2,,,,7205,0.6318601369857788,0.004635482560843229,0.5415852069854736,0.4580081105232239,0.8341758847236633,0.0008125127060338855,0.0,0.7954443693161011,0.12345341593027115,0.08933839201927185,0.4390406608581543,3.743425622815266e-05,0.0035520067904144526,0.0026406662072986364,0.261904776096344,2.5207202434539795,0.8053810000419617,0.6757124066352844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
