epoch,lr-Adam,lr-Adam-1,step,test/test-id-lr-domain-acc,test/test-id-lr-domain-acc-africa,test/test-id-lr-domain-acc-americas,test/test-id-lr-domain-acc-asia,test/test-id-lr-domain-acc-europe,test/test-id-lr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-lr-domain-acc,test/test-od-lr-domain-acc-africa,test/test-od-lr-domain-acc-americas,test/test-od-lr-domain-acc-asia,test/test-od-lr-domain-acc-europe,test/test-od-lr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800139307975769,0.3210526406764984,0.7334200143814087,0.8013368248939514,0.894646942615509,0.0,0.43157893419265747,2.2473526000976562,0.2460988312959671,3.112886667251587,0.2859264612197876,2.8914225101470947,0.2321564108133316,3.0818395614624023,0.2310757040977478,3.1547956466674805,0.2519376575946808,0.05096803978085518,2.812635898590088,3.5219740867614746,3.03299617767334,0.2310757040977478,0.6817976236343384,0.12328767031431198,0.6386772394180298,0.5697646141052246,0.8975685238838196,0.0,0.18430884182453156,3.204280138015747,0.19978664815425873,3.251398801803589,0.2319825291633606,3.0820472240448,0.267977237701416,2.9578864574432373,0.20057719945907593,3.1699163913726807,0.2322872281074524,0.010631813667714596,2.5944080352783203,3.441119909286499,3.0979371070861816,0.18430884182453156
0,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7125535011291504,0.04930467903614044,0.6748676896095276,0.6612386703491211,0.8260282874107361,0.0012187690008431673,0.0,0.9010791778564453,0.18460117280483246,3.407824993133545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8314029574394226,0.35789474844932556,0.7578023672103882,0.8403267860412598,0.9272968769073486,0.0,0.47894737124443054,2.0404555797576904,0.32054615020751953,2.73557710647583,0.35239508748054504,2.5705761909484863,0.3124525547027588,2.7368154525756836,0.394422322511673,2.6101977825164795,0.3286597430706024,0.06192263960838318,2.4597814083099365,3.2680864334106445,2.6827776432037354,0.3124525547027588,0.7190560102462769,0.12577833235263824,0.6962816119194031,0.6110167503356934,0.9224004149436951,0.0,0.2254047393798828,3.0782816410064697,0.2526668608188629,2.943983554840088,0.30041253566741943,2.8115570545196533,0.33600619435310364,2.637695074081421,0.3030303120613098,2.744525671005249,0.29550591111183167,0.019651781767606735,2.3440654277801514,3.235034465789795,2.796466827392578,0.2254047393798828
1,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7659472227096558,0.14791403710842133,0.7116530537605286,0.7472625970840454,0.873291015625,0.0006093845004215837,0.0,0.5620111227035522,0.2971000373363495,2.8178915977478027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8538709282875061,0.35789474844932556,0.7925877571105957,0.8804307579994202,0.9331814646720886,0.04780876636505127,0.5157894492149353,1.9171085357666016,0.36020806431770325,2.503157377243042,0.39472708106040955,2.388197422027588,0.357061505317688,2.522550106048584,0.48605579137802124,2.2666988372802734,0.37237656116485596,0.060470983386039734,2.2325894832611084,3.1235158443450928,2.469843626022339,0.357061505317688,0.7380868792533875,0.1282689869403839,0.7255409955978394,0.6406211853027344,0.9286083579063416,0.021645022556185722,0.2552926540374756,2.8471872806549072,0.2947272062301636,2.7512524127960205,0.33487018942832947,2.6468734741210938,0.381531298160553,2.4186508655548096,0.36075034737586975,2.5140435695648193,0.337383896112442,0.02703005261719227,2.1824142932891846,3.1103830337524414,2.596484422683716,0.2552926540374756
2,,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7922104001045227,0.18752634525299072,0.7361845970153809,0.7857637405395508,0.8945791125297546,0.00954702403396368,0.0,0.48416489362716675,0.3596268594264984,2.517159938812256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
