epoch,lr-Adam,lr-Adam-1,step,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,0.002,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8149438500404358,0.43157893419265747,0.7467490434646606,0.8243594765663147,0.880599856376648,0.4780876636505127,0.5631579160690308,1.757952332496643,0.43237972259521484,2.127692222595215,0.43297436833381653,2.1304359436035156,0.42653757333755493,2.211982250213623,0.5697211027145386,1.7238060235977173,0.43499085307121277,0.016074514016509056,1.6154896020889282,2.529313802719116,2.1519815921783447,0.42653757333755493,0.7506904602050781,0.19178082048892975,0.6789088845252991,0.800776481628418,0.8807553052902222,0.3333333432674408,0.35118305683135986,2.400925874710083,0.42167022824287415,2.2662782669067383,0.435088574886322,2.1995186805725098,0.4667614996433258,2.0393712520599365,0.46320345997810364,2.0436322689056396,0.44057244062423706,0.015008880756795406,1.5239262580871582,2.457514524459839,2.1617870330810547,0.35118305683135986
0,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7818456292152405,0.2654867172241211,0.7373766303062439,0.7299118638038635,0.8850528597831726,0.2419256567955017,0.0,0.5944289565086365,0.39211323857307434,2.3213417530059814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.002,0.001,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8299224972724915,0.4736842215061188,0.768530547618866,0.8206461071968079,0.8954062461853027,0.5936254858970642,0.5842105150222778,1.7268303632736206,0.45936280488967896,2.042450428009033,0.43445971608161926,2.071188449859619,0.4276765286922455,2.1936862468719482,0.6015936136245728,1.6659626960754395,0.4440477192401886,0.01539655588567257,1.4819118976593018,2.4295222759246826,2.105309247970581,0.4276765286922455,0.7650012373924255,0.24906599521636963,0.6982627511024475,0.8063576817512512,0.885411262512207,0.40981242060661316,0.35865503549575806,2.4278321266174316,0.42227980494499207,2.234903335571289,0.43338996171951294,2.208050489425659,0.4843507409095764,2.0070323944091797,0.490620493888855,2.0118865966796875,0.4485061466693878,0.019520794972777367,1.4153050184249878,2.3771653175354004,2.140637159347534,0.35865503549575806
1,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8035335540771484,0.32806575298309326,0.7641252875328064,0.7595036029815674,0.8938275575637817,0.3482632637023926,0.0,0.4748879671096802,0.44859033823013306,2.0667970180511475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.002,0.001,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8352347016334534,0.4526315927505493,0.7903121113777161,0.8251020908355713,0.8936977982521057,0.5737051963806152,0.5736842155456543,1.6515473127365112,0.46846553683280945,2.043560266494751,0.4767916798591614,1.9695966243743896,0.43697798252105713,2.1663520336151123,0.6254979968070984,1.5508465766906738,0.4610293507575989,0.016309352591633797,1.4645280838012695,2.378324270248413,2.06571364402771,0.43697798252105713,0.7730855941772461,0.20298878848552704,0.7232550978660583,0.8124241828918457,0.8869632482528687,0.4054833948612213,0.37858033180236816,2.225416660308838,0.4204510748386383,2.240030527114868,0.45474398136138916,2.100980281829834,0.4818934202194214,1.9968928098678589,0.5079365372657776,1.9732940196990967,0.4527742862701416,0.026074927300214767,1.4058036804199219,2.3361480236053467,2.1066720485687256,0.37858033180236816
2,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8148393630981445,0.36788874864578247,0.77785724401474,0.7734291553497314,0.8986194133758545,0.4111314117908478,0.0,0.4438823163509369,0.46050766110420227,2.0081663131713867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.002,0.001,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
