epoch,lr-Adam,lr-Adam-1,step,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,0.0002,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,600,,,,,,,,,,,0.8834799528121948,0.4368421137332916,0.8257477283477783,0.8752321004867554,0.9669703841209412,0.28286853432655334,0.5473684072494507,1.6596406698226929,0.7894737124443054,0.48407021164894104,1.9454238414764404,0.7763329148292542,0.45302635431289673,2.013697385787964,0.7786855101585388,0.4390660524368286,2.1213324069976807,0.7165907621383667,0.6215139627456665,1.5965614318847656,0.8286852836608887,0.4602455794811249,0.036625102162361145,1.68849515914917,2.6700079441070557,2.0296173095703125,0.7508490681648254,0.4390660524368286,0.7165907621383667,0.751192569732666,0.16438356041908264,0.7662298083305359,0.5838388800621033,0.9335229992866516,0.2539682686328888,0.32378581166267395,2.4814653396606445,0.6425902843475342,0.39256325364112854,2.2782955169677734,0.7084730267524719,0.37466633319854736,2.4141368865966797,0.6906090974807739,0.4675374925136566,2.01920747756958,0.7289187908172607,0.4776334762573242,2.0340418815612793,0.7662337422370911,0.4181772470474243,0.005107691511511803,1.6827781200408936,2.66477632522583,2.2056756019592285,0.7120261192321777,0.32378581166267395,0.6425902843475342
0,,,600,0.835746705532074,0.23324905335903168,0.7862489819526672,0.8464820981025696,0.9209271669387817,0.14686167240142822,0.0,0.4978052079677582,0.35253632068634033,2.534010887145996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0002,0.0001,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,1201,,,,,,,,,,,0.9136114120483398,0.5894736647605896,0.8715865015983582,0.9231340289115906,0.9698177576065063,0.41035857796669006,0.6105263233184814,1.5425198078155518,0.8105263113975525,0.5393368005752563,1.6881076097488403,0.8150194883346558,0.5332342982292175,1.6911031007766724,0.8273301124572754,0.5,1.863930583000183,0.7672740817070007,0.6454183459281921,1.231295108795166,0.892430305480957,0.5232082009315491,0.011943805031478405,1.2435083389282227,2.3303587436676025,1.7570466995239258,0.7977009415626526,0.5,0.7672740817070007,0.7853878736495972,0.270236611366272,0.8032612204551697,0.6221790909767151,0.9516295790672302,0.3333333432674408,0.4097135663032532,2.382434129714966,0.6762142181396484,0.4629686176776886,2.0213944911956787,0.7554099559783936,0.43824315071105957,2.1414904594421387,0.7444794774055481,0.5315571427345276,1.7573730945587158,0.7895758152008057,0.5353535413742065,1.6388378143310547,0.8513708710670471,0.4848606586456299,0.03683530166745186,1.2849689722061157,2.3188369274139404,1.945138692855835,0.7665076851844788,0.4097135663032532,0.6762142181396484
1,,,1201,0.8697032332420349,0.32680150866508484,0.8346445560455322,0.8807063698768616,0.9392664432525635,0.2681291997432709,0.0,0.29986682534217834,0.5334946513175964,1.713725209236145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0002,0.0001,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,1802,,,,,,,,,,,0.9237133264541626,0.5473684072494507,0.8839401602745056,0.928704023361206,0.9755125045776367,0.5737051963806152,0.6157894730567932,1.5091677904129028,0.821052610874176,0.5539661645889282,1.6156469583511353,0.8342002630233765,0.5618269443511963,1.6676687002182007,0.8425547480583191,0.5199316740036011,1.8044404983520508,0.7832194566726685,0.6932271122932434,1.2105640172958374,0.9003984332084656,0.5443699359893799,0.060451440513134,0.9524009823799133,2.019710063934326,1.7034555673599243,0.8140729665756226,0.5199316740036011,0.7832194566726685,0.7929701209068298,0.264009952545166,0.8009753227233887,0.624605655670166,0.9548628926277161,0.5295815467834473,0.4109589159488678,2.2753536701202393,0.7222914099693298,0.48064613342285156,1.9550340175628662,0.7721731066703796,0.4455229341983795,2.1219942569732666,0.7570977807044983,0.5470770597457886,1.727361798286438,0.7900931239128113,0.5786435604095459,1.6900840997695923,0.8513708710670471,0.4997238218784332,0.07328398525714874,1.0275449752807617,2.0934324264526367,1.9050116539001465,0.7767512202262878,0.4109589159488678,0.7222914099693298
2,,,1802,0.8873059749603271,0.3935945928096771,0.8590409755706787,0.8961012363433838,0.9483857750892639,0.3558805584907532,0.0,0.23845821619033813,0.6250602006912231,1.3515106439590454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0002,0.0001,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
