epoch,lr-Adam,lr-Adam-1,step,test/test-id-lr-domain-acc,test/test-id-lr-domain-acc-africa,test/test-id-lr-domain-acc-americas,test/test-id-lr-domain-acc-asia,test/test-id-lr-domain-acc-europe,test/test-id-lr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-lr-domain-acc,test/test-od-lr-domain-acc-africa,test/test-od-lr-domain-acc-americas,test/test-od-lr-domain-acc-asia,test/test-od-lr-domain-acc-europe,test/test-od-lr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04432639479637146,0.02631578966975212,0.05039011687040329,0.0,0.0662490501999855,0.0,0.43157893419265747,2.7944986820220947,0.16937580704689026,3.7913835048675537,0.1756405532360077,3.843306064605713,0.15603645145893097,4.169571876525879,0.011952191591262817,3.747802495956421,0.16554906964302063,0.30552101135253906,1.8628064393997192,2.3268821239471436,3.9598755836486816,0.011952191591262817,0.045895054936409,0.01743461936712265,0.08838768303394318,0.0,0.0413864441215992,0.0,0.18306350708007812,3.9776387214660645,0.1354769915342331,3.9531774520874023,0.19048774242401123,3.752429485321045,0.200724259018898,4.170469760894775,0.02308802306652069,3.835538148880005,0.17017324268817902,0.28750717639923096,1.803550124168396,2.458420753479004,3.993171453475952,0.02308802306652069
0,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11394298821687698,0.16371680796146393,0.1006055399775505,0.09062833338975906,0.13347311317920685,0.07068860530853271,0.2857142984867096,1.9625509977340698,0.15074872970581055,3.7492172718048096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014804493635892868,0.02631578966975212,0.05039011687040329,0.0,0.0018982535693794489,0.0,0.43157893419265747,2.861172914505005,0.1739271730184555,3.8802883625030518,0.18121054768562317,3.928086996078491,0.16040243208408356,4.1859025955200195,0.011952191591262817,3.670811653137207,0.17007750272750854,0.3394453525543213,1.5510063171386719,2.0530989170074463,4.010378360748291,0.011952191591262817,0.02957569621503353,0.01743461936712265,0.08229198306798935,0.0,0.004526642616838217,0.0,0.18555417656898499,4.232496738433838,0.13989637792110443,4.066909313201904,0.21159912645816803,3.8205325603485107,0.20331092178821564,4.21959114074707,0.02308802306652069,3.9592628479003906,0.1771026849746704,0.32808899879455566,1.504464864730835,2.139397382736206,4.078509330749512,0.02308802306652069
1,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10461470484733582,0.1829962134361267,0.09636198729276657,0.07392329722642899,0.12320484966039658,0.06916514039039612,0.261904776096344,2.0208635330200195,0.19296669960021973,3.4827041625976562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01541409082710743,0.02631578966975212,0.05039011687040329,0.0,0.0032270310912281275,0.0,0.43157893419265747,2.920867681503296,0.17100130021572113,3.935847759246826,0.18455255031585693,3.980694055557251,0.16856491565704346,4.203948974609375,0.19123506546020508,3.616670608520508,0.17774100601673126,0.34341588616371155,1.4645419120788574,1.9595462083816528,4.0456013679504395,0.16856491565704346,0.030780818313360214,0.01743461936712265,0.08122523874044418,0.0,0.008535954169929028,0.0,0.18306350708007812,4.360567092895508,0.14202986657619476,4.124501705169678,0.2149963527917862,3.8696000576019287,0.2079668939113617,4.283323764801025,0.08513708412647247,4.042437553405762,0.18237508833408356,0.33972668647766113,1.3975348472595215,2.0144269466400146,4.140542030334473,0.08513708412647247
2,,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10036905854940414,0.2029077112674713,0.09242041409015656,0.0650794506072998,0.1201171875,0.06337598711252213,0.2460317462682724,2.042009115219116,0.202529177069664,3.4017062187194824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
