epoch,lr-Adam,step,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-task-acc,train/train-task-loss,train/train-total-loss,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,2e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5526315569877625,1.744683027267456,0.4447334110736847,2.094618797302246,0.4407723844051361,2.0841681957244873,0.41400912404060364,2.2071192264556885,0.47011953592300415,2.005159854888916,0.4322912096977234,0.055102236568927765,1.8453651666641235,2.8720808029174805,2.1393091678619385,0.41400912404060364,0.31880447268486023,2.3234217166900635,0.3962206542491913,2.2866451740264893,0.41616111993789673,2.2529993057250977,0.4588722288608551,2.062008857727051,0.39105337858200073,2.140810966491699,0.4213407039642334,0.04881756380200386,1.8321353197097778,2.8816826343536377,2.1893298625946045,0.31880447268486023
0,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27999168634414673,2.9175682067871094,2.9175682067871094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6578947305679321,1.3539741039276123,0.6043562889099121,1.399708867073059,0.563312292098999,1.5471338033676147,0.5301822423934937,1.6886155605316162,0.7091633677482605,1.2733575105667114,0.5638770461082458,0.014805875718593597,1.1527252197265625,2.228642463684082,1.5646381378173828,0.5301822423934937,0.4545454680919647,1.9683911800384521,0.5353550910949707,1.681524395942688,0.4974520802497864,1.8566780090332031,0.5755302906036377,1.5374467372894287,0.5988456010818481,1.5675023794174194,0.5420536994934082,0.007604805286973715,1.1490076780319214,2.2316274642944336,1.6696369647979736,0.4545454680919647
1,,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5245566964149475,1.7663036584854126,1.7663036584854126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2000000000000004e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6736842393875122,1.1768054962158203,0.6352405548095703,1.2919667959213257,0.6208689212799072,1.4099209308624268,0.5673879981040955,1.605862021446228,0.7410358786582947,1.190750241279602,0.6037620902061462,0.03143075108528137,0.8778412342071533,1.9305038452148438,1.4606019258499146,0.5673879981040955,0.4570361077785492,2.262556314468384,0.5656812191009521,1.6010818481445312,0.5537490844726562,1.7007189989089966,0.6074753999710083,1.4456472396850586,0.5930736064910889,1.547345757484436,0.5759980082511902,0.04327991232275963,0.9153469800949097,1.9617217779159546,1.5865561962127686,0.4570361077785492
2,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6444582939147949,1.2749360799789429,1.2749360799789429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6947368383407593,1.156550645828247,0.654096245765686,1.2838201522827148,0.6167842745780945,1.4432954788208008,0.5903568863868713,1.5413801670074463,0.7569721341133118,1.0276401042938232,0.6190890669822693,0.06197226420044899,0.7217172384262085,1.7477940320968628,1.431833267211914,0.5903568863868713,0.48194271326065063,2.2992796897888184,0.5697957873344421,1.6420913934707642,0.5355496406555176,1.8298306465148926,0.617046058177948,1.4619718790054321,0.6363636255264282,1.356856107711792,0.5798141956329346,0.07603669166564941,0.8035062551498413,1.759230613708496,1.6277565956115723,0.48194271326065063
3,,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7180958390235901,0.9977372288703918,0.9977372288703918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.400000000000001e-05,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7157894968986511,1.1459336280822754,0.6391417384147644,1.3408925533294678,0.626067578792572,1.4544564485549927,0.5744115710258484,1.6229392290115356,0.7928286790847778,1.0091570615768433,0.6110772490501404,0.09894076734781265,0.5933732986450195,1.5867691040039062,1.4854938983917236,0.5744115710258484,0.5105853080749512,2.0889036655426025,0.5758914947509766,1.6183221340179443,0.5498665571212769,1.7946443557739258,0.6281686425209045,1.422384262084961,0.6782106757164001,1.3633296489715576,0.5916143655776978,0.10597199946641922,0.6203659176826477,1.6094460487365723,1.5891112089157104,0.5105853080749512
4,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7664676308631897,0.8055557608604431,0.8055557608604431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0001,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,1.3171008825302124,0.6560468077659607,1.3225150108337402,0.6268102526664734,1.4467246532440186,0.581814706325531,1.6710140705108643,0.7529880404472351,1.0638362169265747,0.6180440783500671,0.11019739508628845,0.5564073920249939,1.4954051971435547,1.5043083429336548,0.581814706325531,0.4794520437717438,2.165529727935791,0.5745199918746948,1.6797308921813965,0.5581169724464417,1.7938472032546997,0.6207966804504395,1.4888598918914795,0.6724386811256409,1.4485828876495361,0.5887019634246826,0.12623216211795807,0.5641476511955261,1.540868878364563,1.6407685279846191,0.4794520437717438
5,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803702712059021,0.6713486909866333,0.6713486909866333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.98794204878613e-05,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
